Year,Rank,Title,tt_id,rl_id,release_date,company,mpaa,genres,runtime,director,actors,budget,bo_opening,bo_gross,imdb_score
2000,36,Coyote Ugly,tt0200550,rl1900905985,2000-08-04,Walt Disney Studios,PG-13,"Comedy,Drama,Music,Romance",100,David McNally,"Piper Perabo,Adam Garcia,John Goodman,Maria Bello",45.0,17.319282,60.786269,5.7
2000,37,Snow Day,tt0184907,rl57705985,2000-02-11,Paramount Pictures,PG,"Adventure,Comedy,Family",89,Chris Koch,"Chevy Chase,Mark Webber,Schuyler Fisk,Chris Elliott",13.0,14.331819,60.020107,5.1
2000,40,Next Friday,tt0195945,rl845645313,2000-01-12,New Line Cinema,R,Comedy,98,Steve Carr,"Ice Cube,Mike Epps,Justin Pierce,John Witherspoon",11.0,14.465156,57.328603,6.2
2000,41,The Whole Nine Yards,tt0190138,rl2054915585,2000-02-18,Warner Bros.,,"Comedy,Crime",98,Jonathan Lynn,"Bruce Willis,Matthew Perry,Rosanna Arquette,Michael Clarke Duncan",41.3,13.73107,57.262492,6.7
2000,42,Shanghai Noon,tt0184894,rl4050552321,2000-05-26,Walt Disney Studios,PG-13,"Action,Adventure,Comedy,Western",110,Tom Dey,"Jackie Chan,Owen Wilson,Lucy Liu,Brandon Merrill",55.0,15.607034,56.937502,6.6
2000,43,Romeo Must Die,tt0165929,rl2674689537,2000-03-22,Warner Bros.,R,"Action,Crime,Thriller",115,Andrzej Bartkowiak,"Jet Li,Aaliyah,Isaiah Washington,Russell Wong",25.0,18.014503,55.973336,6.1
2000,44,102 Dalmatians,tt0211181,rl927041025,2000-11-22,Walt Disney Studios,,"Adventure,Comedy,Family",100,Kevin Lima,"Glenn Close,Gérard Depardieu,Ioan Gruffudd,Alice Evans",85.0,19.883351,66.957026,4.9
2000,46,Final Destination,tt0195714,rl3193144833,2000-03-17,New Line Cinema,R,"Horror,Thriller",98,James Wong,"Devon Sawa,Ali Larter,Kerr Smith,Kristen Cloke",23.0,10.015822,53.331147,6.7
2000,49,The Road to El Dorado,tt0138749,rl1869383169,2000-03-31,DreamWorks Distribution,PG,"Adventure,Animation,Comedy,Family,Romance",89,Bibo Bergeron,"Kevin Kline,Kenneth Branagh,Rosie Perez,Armand Assante",95.0,12.846652,50.863742,6.9
2000,51,Vertical Limit,tt0190865,rl1702462977,2000-12-08,Sony Pictures Releasing,PG-13,"Action,Adventure,Drama,Thriller",124,Martin Campbell,"Scott Glenn,Chris O'Donnell,Bill Paxton,Robin Tunney",75.0,15.507845,69.243859,5.9
2000,52,Men of Honor,tt0203019,rl157451777,2000-11-10,Twentieth Century Fox,R,"Biography,Drama",129,George Tillman Jr.,"Cuba Gooding Jr.,Robert De Niro,Charlize Theron,Aunjanue Ellis",32.0,13.339465,48.818921,7.2
2000,54,The Tigger Movie,tt0220099,rl2406778369,2000-02-11,Walt Disney Studios,,"Animation,Comedy,Drama,Family,Musical",77,Jun Falkenstein,"Jim Cummings,Nikita Hopkins,Ken Sansom,John Fiedler",30.0,9.427532,45.554533,6.3
2000,55,Frequency,tt0186151,rl3377628673,2000-04-28,New Line Cinema,PG-13,"Crime,Drama,Mystery,Sci-Fi,Thriller",118,Gregory Hoblit,"Dennis Quaid,Jim Caviezel,Shawn Doyle,Elizabeth Mitchell",31.0,9.025584,45.010278,7.3
2000,56,The Replacements,tt0191397,rl2624423425,2000-08-11,Warner Bros.,PG-13,"Comedy,Sport",118,Howard Deutch,"Keanu Reeves,Gene Hackman,Brooke Langton,Orlando Jones",50.0,11.039214,44.737059,6.6
2000,57,Pokémon the Movie 2000,tt0210234,rl443254273,2000-07-21,Warner Bros.,,"Action,Adventure,Animation,Family,Fantasy",84,Michael Haigney,"Veronica Taylor,Rica Matsumoto,Madeleine Blaustein,Mayumi Izuka",30.0,19.575608,43.758684,6.1
2000,58,Miss Congeniality,tt0212346,rl3848439297,2000-12-22,Warner Bros.,PG-13,"Action,Comedy,Crime,Romance",109,Donald Petrie,"Sandra Bullock,Michael Caine,Benjamin Bratt,Candice Bergen",45.0,10.046534,106.807667,6.2
2000,60,The Beach,tt0163978,rl1027900929,2000-02-11,Twentieth Century Fox,R,"Adventure,Drama,Romance,Thriller",119,Danny Boyle,"Leonardo DiCaprio,Daniel York,Patcharawan Patarakijjanon,Virginie Ledoyen",50.0,15.277921,39.785027,6.7
2000,62,Pitch Black,tt0134847,rl3915941377,2000-02-18,USA Films,R,"Action,Horror,Sci-Fi",109,David Twohy,"Radha Mitchell,Cole Hauser,Vin Diesel,Keith David",23.0,11.577688,39.240659,7.1
2000,63,The Emperor's New Groove,tt0120917,rl2572256769,2000-12-15,Walt Disney Studios,,"Adventure,Animation,Comedy,Family,Fantasy",78,Mark Dindal,"David Spade,John Goodman,Eartha Kitt,Patrick Warburton",100.0,9.812302,89.302687,7.3
2000,64,The Family Man,tt0218967,rl4132472321,2000-12-22,Universal Pictures,PG-13,"Comedy,Drama,Fantasy,Romance",125,Brett Ratner,"Nicolas Cage,Téa Leoni,Don Cheadle,Jeremy Piven",60.0,10.55496,75.793305,6.8
2000,65,Little Nicky,tt0185431,rl694257153,2000-11-10,New Line Cinema,PG-13,"Comedy,Fantasy",90,Steven Brill,"Adam Sandler,Patricia Arquette,Harvey Keitel,Rhys Ifans",85.0,16.063904,39.464775,5.3
2000,66,The Original Kings of Comedy,tt0236388,rl1768326657,2000-08-18,Paramount Pictures,R,"Comedy,Documentary",115,Spike Lee,"Steve Harvey,D.L. Hughley,Cedric the Entertainer,Bernie Mac",13.0,11.053832,38.18279,6.9
2000,67,Autumn in New York,tt0174480,rl826639873,2000-08-11,Metro-Goldwyn-Mayer (MGM),PG-13,"Drama,Romance",103,Joan Chen,"Richard Gere,Winona Ryder,Anthony LaPaglia,Elaine Stritch",65.0,10.987006,37.761915,5.7
2000,68,Bedazzled,tt0230030,rl2118419969,2000-10-20,Twentieth Century Fox,PG-13,"Comedy,Fantasy",93,Harold Ramis,"Brendan Fraser,Elizabeth Hurley,Frances O'Connor,Miriam Shor",48.0,13.106526,37.88698,6.0
2000,69,28 Days,tt0191754,rl1245808129,2000-04-14,Sony Pictures Releasing,PG-13,"Comedy,Drama",103,Betty Thomas,"Sandra Bullock,Viggo Mortensen,Dominic West,Elizabeth Perkins",43.0,10.310672,37.170488,6.0
2000,70,Keeping the Faith,tt0171433,rl962364929,2000-04-14,Walt Disney Studios,PG-13,"Comedy,Drama,Romance",128,Edward Norton,"Ben Stiller,Edward Norton,Jenna Elfman,Anne Bancroft",29.0,8.078671,37.04788,6.3
2000,71,Bounce,tt0186894,rl2655421953,2000-11-17,Miramax,PG-13,"Drama,Romance",106,Don Roos,"Ben Affleck,Gwyneth Paltrow,Natasha Henstridge,Edward Edwards",35.0,11.423716,36.805288,5.7
2000,72,Hanging Up,tt0162983,rl425100801,2000-02-18,Sony Pictures Releasing,PG-13,"Comedy,Drama",94,Diane Keaton,"Diane Keaton,Meg Ryan,Lisa Kudrow,Walter Matthau",60.0,13.567978,36.05023,4.9
2000,73,The Flintstones in Viva Rock Vegas,tt0158622,rl928155137,2000-04-28,Universal Pictures,PG,"Comedy,Family,Romance,Sci-Fi",90,Brian Levant,"Mark Addy,Stephen Baldwin,Kristen Johnston,Jane Krakowski",83.0,10.518435,35.268275,3.6
2000,74,The Skulls,tt0192614,rl3950085633,2000-03-31,Universal Pictures,PG-13,"Action,Crime,Drama,Thriller",106,Rob Cohen,"Joshua Jackson,Paul Walker,Hill Harper,Leslie Bibb",35.0,11.034885,35.04612,5.6
2000,76,The 6th Day,tt0216216,rl3493955073,2000-11-17,Sony Pictures Releasing,PG-13,"Action,Mystery,Sci-Fi,Thriller",123,Roger Spottiswoode,"Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn,Michael Rooker",82.0,13.020883,34.60428,5.9
2000,77,My Dog Skip,tt0156812,rl40142337,2000-01-14,Warner Bros.,PG,"Comedy,Drama,Family",95,Jay Russell,"Frankie Muniz,Kevin Bacon,Diane Lane,Luke Wilson",6.0,0.056943,34.134641,7.0
2000,78,Where the Heart Is,tt0198021,rl1014728193,2000-04-28,Twentieth Century Fox,PG-13,"Comedy,Drama,Romance",2,Matt Williams,"Natalie Portman,James Frain,Ashley Judd,Stockard Channing",15.0,8.292939,33.772838,6.8
2000,79,"Dude, Where's My Car?",tt0242423,rl4065232385,2000-12-15,Twentieth Century Fox,PG-13,"Comedy,Mystery,Sci-Fi",83,Danny Leiner,"Ashton Kutcher,Seann William Scott,Jennifer Garner,Marla Sokoloff",13.0,13.845914,46.7298,5.5
2000,80,Pay It Forward,tt0223897,rl896042497,2000-10-20,Warner Bros.,PG-13,Drama,123,Mimi Leder,"Kevin Spacey,Haley Joel Osment,Helen Hunt,Jay Mohr",40.0,9.631359,33.519628,7.2
2001,1,Harry Potter and the Sorcerer's Stone,tt0241527,rl1416332801,2001-11-16,Warner Bros.,PG,"Adventure,Family,Fantasy",152,Chris Columbus,"Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith",125.0,90.294621,317.57555,7.6
2001,2,Shrek,tt0126029,rl7439873,2001-05-16,DreamWorks Distribution,PG,"Adventure,Animation,Comedy,Family,Fantasy",90,Andrew Adamson,"Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow",60.0,42.34776,267.665011,7.8
2001,3,"Monsters, Inc.",tt0198781,rl2070251009,2001-11-02,Walt Disney Studios,G,"Adventure,Animation,Comedy,Family,Fantasy",92,Pete Docter,"Billy Crystal,John Goodman,Mary Gibbs,Steve Buscemi",115.0,62.577067,255.87325,8.0
2001,4,Rush Hour 2,tt0266915,rl795837953,2001-08-03,New Line Cinema,PG-13,"Action,Comedy,Crime,Thriller",90,Brett Ratner,"Jackie Chan,Chris Tucker,John Lone,Ziyi Zhang",90.0,67.408222,226.164286,6.6
2001,5,The Mummy Returns,tt0209163,rl3580200449,2001-05-04,Universal Pictures,PG-13,"Action,Adventure,Fantasy,Thriller",130,Stephen Sommers,"Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo",98.0,68.139035,202.019785,6.3
2001,6,Pearl Harbor,tt0213149,rl543720961,2001-05-25,Walt Disney Studios,PG-13,"Action,Drama,History,Romance,War",183,Michael Bay,"Ben Affleck,Kate Beckinsale,Josh Hartnett,William Lee Scott",140.0,59.078912,198.542554,6.2
2001,7,Jurassic Park III,tt0163025,rl3210577409,2001-07-18,Universal Pictures,PG-13,"Action,Adventure,Sci-Fi,Thriller",92,Joe Johnston,"Sam Neill,William H. Macy,Téa Leoni,Alessandro Nivola",93.0,50.771645,181.171875,5.9
2001,8,Planet of the Apes,tt0133152,rl3379070465,2001-07-27,Twentieth Century Fox,PG-13,"Action,Adventure,Sci-Fi,Thriller",119,Tim Burton,"Mark Wahlberg,Helena Bonham Carter,Tim Roth,Michael Clarke Duncan",100.0,68.53296,180.01174,5.7
2001,9,Hannibal,tt0212985,rl357991937,2001-02-09,Metro-Goldwyn-Mayer (MGM),R,"Crime,Drama,Thriller",131,Ridley Scott,"Anthony Hopkins,Julianne Moore,Gary Oldman,Ray Liotta",87.0,58.003121,165.092268,6.8
2001,10,The Lord of the Rings: The Fellowship of the Ring,tt0120737,rl4200695297,2001-12-19,New Line Cinema,PG-13,"Action,Adventure,Drama,Fantasy",178,Peter Jackson,"Elijah Wood,Ian McKellen,Orlando Bloom,Sean Bean",93.0,47.21149,313.364114,8.8
2001,11,American Pie 2,tt0252866,rl2604893697,2001-08-10,Universal Pictures,R,Comedy,108,J.B. Rogers,"Jason Biggs,Seann William Scott,Shannon Elizabeth,Alyson Hannigan",30.0,45.117985,145.103595,6.4
2001,12,The Fast and the Furious,tt0232500,rl928220673,2001-06-22,Universal Pictures,PG-13,"Action,Crime,Thriller",106,Rob Cohen,"Vin Diesel,Paul Walker,Michelle Rodriguez,Jordana Brewster",38.0,40.089015,144.533925,6.8
2001,13,Ocean's Eleven,tt0240772,rl409372161,2001-12-07,Warner Bros.,PG-13,"Crime,Thriller",116,Steven Soderbergh,"George Clooney,Brad Pitt,Julia Roberts,Matt Damon",85.0,38.107822,183.41715,7.7
2001,14,Lara Croft: Tomb Raider,tt0146316,rl1767867905,2001-06-15,Paramount Pictures,PG-13,"Action,Adventure,Fantasy,Thriller",100,Simon West,"Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor",115.0,47.735743,131.16807,5.8
2001,18,Dr. Dolittle 2,tt0240462,rl1112442369,2001-06-22,Twentieth Century Fox,PG,"Comedy,Family,Fantasy",87,Steve Carr,"Eddie Murphy,Cedric the Entertainer,Kristen Wilson,Raven-Symoné",70.0,25.037039,112.952899,4.7
2001,19,Spy Kids,tt0227538,rl1903396353,2001-03-30,Miramax,PG,"Action,Adventure,Comedy,Family,Sci-Fi",88,Robert Rodriguez,"Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino",35.0,26.546881,112.719001,5.5
2001,20,The Princess Diaries,tt0247638,rl4033578497,2001-08-03,Walt Disney Studios,G,"Comedy,Family,Romance",111,Garry Marshall,"Julie Andrews,Anne Hathaway,Hector Elizondo,Heather Matarazzo",26.0,22.862269,108.248956,6.3
2001,21,The Others,tt0230600,rl711558657,2001-08-10,Miramax,PG-13,"Horror,Mystery,Thriller",101,Alejandro Amenábar,"Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,Alakina Mann",17.0,14.089952,96.522687,7.6
2001,22,Legally Blonde,tt0250494,rl861832705,2001-07-13,Metro-Goldwyn-Mayer (MGM),,"Comedy,Romance",96,Robert Luketic,"Reese Witherspoon,Luke Wilson,Selma Blair,Matthew Davis",18.0,20.377426,96.520674,6.3
2001,23,America's Sweethearts,tt0265029,rl2940438017,2001-07-20,Revolution Studios,PG-13,"Comedy,Romance",102,Joe Roth,"Julia Roberts,John Cusack,Billy Crystal,Catherine Zeta-Jones",46.0,30.181877,93.607673,5.7
2001,24,Cats & Dogs,tt0239395,rl2370340353,2001-07-04,Warner Bros.,PG,"Action,Comedy,Family,Fantasy",87,Lawrence Guterman,"Alec Baldwin,Tobey Maguire,Jeff Goldblum,Elizabeth Perkins",60.0,21.707617,93.385515,5.1
2001,25,Save the Last Dance,tt0206275,rl2641331713,2001-01-12,Paramount Pictures,PG-13,"Drama,Music,Romance",112,Thomas Carter,"Julia Stiles,Sean Patrick Thomas,Kerry Washington,Fredro Starr",13.0,23.44493,91.057006,6.2
2001,26,Atlantis: The Lost Empire,tt0230011,rl3628238337,2001-06-08,Walt Disney Studios,PG,"Action,Adventure,Animation,Family,Fantasy,Sci-Fi",95,Gary Trousdale,"Michael J. Fox,Jim Varney,Corey Burton,Claudia Christian",120.0,0.329011,84.056472,6.9
2001,27,A.I. Artificial Intelligence,tt0212720,rl2504033793,2001-06-29,Warner Bros.,PG-13,"Drama,Sci-Fi",146,Steven Spielberg,"Haley Joel Osment,Jude Law,Frances O'Connor,Sam Robards",100.0,29.35263,78.616689,7.2
2001,28,Training Day,tt0139654,rl1165460993,2001-10-05,Warner Bros.,R,"Crime,Drama,Thriller",122,Antoine Fuqua,"Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger",45.0,22.550788,76.631907,7.7
2001,29,Along Came a Spider,tt0164334,rl2101577217,2001-04-06,Paramount Pictures,R,"Drama,Thriller",104,Lee Tamahori,"Morgan Freeman,Michael Wincott,Monica Potter,Dylan Baker",60.0,16.712407,74.078174,6.4
2001,31,Bridget Jones's Diary,tt0243155,rl340362753,2001-04-13,Miramax,R,"Comedy,Drama,Romance",97,Sharon Maguire,"Renée Zellweger,Colin Firth,Hugh Grant,Gemma Jones",25.0,10.733933,71.543427,6.7
2001,32,Scary Movie 2,tt0257106,rl4050617857,2001-07-04,Miramax,R,"Comedy,Horror",83,Keenen Ivory Wayans,"Anna Faris,Marlon Wayans,Antony Acker,Mark Barrett",45.0,20.503356,71.308997,5.3
2001,33,The Score,tt0227445,rl3698296321,2001-07-13,Paramount Pictures,R,"Crime,Drama,Thriller",124,Frank Oz,"Robert De Niro,Edward Norton,Marlon Brando,Angela Bassett",68.0,19.018807,71.107711,6.8
2001,34,Swordfish,tt0244244,rl141919745,2001-06-08,Warner Bros.,R,"Action,Crime,Thriller",99,Dominic Sena,"John Travolta,Hugh Jackman,Halle Berry,Don Cheadle",102.0,18.145632,69.772969,6.5
2001,35,Vanilla Sky,tt0259711,rl209290753,2001-12-14,Paramount Pictures,R,"Fantasy,Mystery,Romance,Sci-Fi,Thriller",136,Cameron Crowe,"Tom Cruise,Penélope Cruz,Cameron Diaz,Kurt Russell",68.0,25.015518,100.618344,6.9
2001,36,Shallow Hal,tt0256380,rl2238612993,2001-11-09,Twentieth Century Fox,PG-13,"Comedy,Drama,Fantasy,Romance",114,Bobby Farrelly,"Jack Black,Gwyneth Paltrow,Jason Alexander,Joe Viterelli",40.0,22.518295,70.839203,5.9
2001,38,The Mexican,tt0236493,rl1516406273,2001-03-02,DreamWorks Distribution,R,"Adventure,Comedy,Crime,Romance",123,Gore Verbinski,"Brad Pitt,Julia Roberts,James Gandolfini,J.K. Simmons",57.0,20.108829,66.845033,6.1
2001,40,Down to Earth,tt0231775,rl1984857601,2001-02-16,Paramount Pictures,PG-13,"Comedy,Fantasy",87,Chris Weitz,"Chris Rock,Regina King,Chazz Palminteri,Eugene Levy",49.0,17.268883,64.186502,5.5
2001,41,Spy Game,tt0266987,rl2138277377,2001-11-21,Universal Pictures,R,"Action,Crime,Thriller",126,Tony Scott,"Robert Redford,Brad Pitt,Catherine McCormack,Stephen Dillane",115.0,21.689125,62.36256,7.1
2001,42,The Wedding Planner,tt0209475,rl1131972097,2001-01-26,Sony Pictures Releasing,PG-13,"Comedy,Romance",103,Adam Shankman,"Jennifer Lopez,Matthew McConaughey,Bridgette Wilson-Sampras,Justin Chambers",35.0,13.510293,60.400856,5.3
2001,43,The Animal,tt0255798,rl1044547073,2001-06-01,Revolution Studios,PG-13,"Comedy,Sci-Fi",84,Luke Greenfield,"Rob Schneider,Colleen Haskell,John C. McGinley,Edward Asner",47.0,19.61052,57.743062,4.8
2001,44,Moulin Rouge!,tt0203009,rl2942666241,2001-05-18,Twentieth Century Fox,PG-13,"Drama,Musical,Romance",127,Baz Luhrmann,"Nicole Kidman,Ewan McGregor,John Leguizamo,Jim Broadbent",50.0,0.16754,57.386607,7.6
2001,45,Rat Race,tt0250687,rl879592961,2001-08-17,Paramount Pictures,PG-13,"Adventure,Comedy",112,Jerry Zucker,"Breckin Meyer,Amy Smart,Whoopi Goldberg,Vince Vieluf",48.0,11.662094,56.618055,6.4
2001,46,A Knight's Tale,tt0183790,rl2270987777,2001-05-11,Sony Pictures Releasing,PG-13,"Action,Adventure,Romance",132,Brian Helgeland,"Heath Ledger,Mark Addy,Rufus Sewell,Shannyn Sossamon",65.0,16.511391,56.569702,6.9
2001,47,Don't Say a Word,tt0260866,rl625903105,2001-09-28,Twentieth Century Fox,R,"Drama,Mystery,Thriller",113,Gary Fleder,"Michael Douglas,Sean Bean,Brittany Murphy,Skye McCole Bartusiak",50.0,17.090474,55.001642,6.3
2001,48,Blow,tt0221027,rl893814273,2001-04-06,New Line Cinema,R,"Biography,Crime,Drama",124,Ted Demme,"Johnny Depp,Penélope Cruz,Franka Potente,Rachel Griffiths",53.0,12.443461,52.990775,7.6
2001,49,Exit Wounds,tt0242445,rl1733330433,2001-03-16,Warner Bros.,R,"Action,Crime,Thriller",101,Andrzej Bartkowiak,"Steven Seagal,DMX,Isaiah Washington,Anthony Anderson",50.0,18.485586,51.758599,5.6
