Year,Rank,Title,tt_id,rl_id,release_date,company,mpaa,genres,runtime,director,actors,budget,bo_opening,bo_gross,imdb_score
2010,17,Shutter Island,tt1130884,rl2020705793,2010-02-19,Paramount Pictures,R,"Mystery,Thriller",138,Martin Scorsese,"Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,Ben Kingsley",80.0,41.06244,128.012934,8.1
2010,18,The Other Guys,tt1386588,rl1783858689,2010-08-06,Sony Pictures Releasing,PG-13,"Action,Comedy,Crime",107,Adam McKay,"Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes",100.0,35.543162,119.219978,6.6
2010,19,Salt,tt0944835,rl1651475969,2010-07-23,Sony Pictures Releasing,PG-13,"Action,Mystery,Thriller",100,Phillip Noyce,"Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski",110.0,36.011243,118.311368,6.4
2010,20,TRON: Legacy,tt1104001,rl4000810497,2010-12-17,Walt Disney Studios,PG,"Action,Adventure,Sci-Fi",125,Joseph Kosinski,"Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner",170.0,44.026211,172.062763,6.8
2010,21,Jackass 3D,tt1116184,rl2170193409,2010-10-15,Paramount Pictures,R,"Action,Comedy,Documentary",95,Jeff Tremaine,"Johnny Knoxville,Steve-O,Bam Margera,Ryan Dunn",20.0,50.353641,117.229692,7.0
2010,22,Valentine's Day,tt0817230,rl611943937,2010-02-12,Warner Bros.,PG-13,"Comedy,Romance",125,Garry Marshall,"Julia Roberts,Jamie Foxx,Anne Hathaway,Jessica Alba",52.0,56.260707,110.485654,5.7
2010,24,Robin Hood,tt0955308,rl3764880897,2010-05-14,Universal Pictures,PG-13,"Action,Adventure,Drama,History",140,Ridley Scott,"Russell Crowe,Cate Blanchett,Matthew Macfadyen,Max von Sydow",200.0,36.063385,105.26973,6.6
2010,25,The Expendables,tt1320253,rl1464894977,2010-08-13,Lionsgate,R,"Action,Adventure,Thriller",103,Sylvester Stallone,"Sylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren",80.0,34.825135,103.068524,6.5
2010,26,Due Date,tt1231583,rl4098786817,2010-11-05,Warner Bros.,R,"Comedy,Drama",95,Todd Phillips,"Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan,Jamie Foxx",65.0,32.689406,100.539043,6.5
2010,28,Date Night,tt1279935,rl1984726529,2010-04-09,Twentieth Century Fox,PG-13,"Comedy,Crime,Romance,Thriller",88,Shawn Levy,"Steve Carell,Tina Fey,Mark Wahlberg,Taraji P. Henson",55.0,25.207599,98.711404,6.3
2010,29,Sex and the City 2,tt1261945,rl3060696577,2010-05-27,Warner Bros.,R,"Comedy,Drama,Romance",146,Michael Patrick King,"Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Cynthia Nixon",100.0,31.00187,95.347692,4.5
2010,30,The Book of Eli,tt1037705,rl3091629569,2010-01-15,Warner Bros.,R,"Action,Adventure,Drama,Thriller",118,Albert Hughes,"Denzel Washington,Mila Kunis,Ray Stevenson,Gary Oldman",80.0,32.789494,94.835059,6.9
2010,31,The Social Network,tt1285016,rl1802536449,2010-10-01,Sony Pictures Releasing,PG-13,"Biography,Drama",2,David Fincher,"Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Rooney Mara",40.0,22.445653,96.962694,7.7
2010,32,The Town,tt0840361,rl1685554689,2010-09-17,Warner Bros.,R,"Crime,Drama,Thriller",125,Ben Affleck,"Ben Affleck,Rebecca Hall,Jon Hamm,Jeremy Renner",37.0,23.808032,92.186262,7.5
2010,33,Prince of Persia: The Sands of Time,tt0473075,rl3765143041,2010-05-28,Walt Disney Studios,PG-13,"Action,Adventure,Fantasy",116,Mike Newell,"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina",200.0,30.095259,90.759676,6.6
2010,34,RED,tt1245526,rl2104329729,2010-10-15,Summit Entertainment,PG-13,"Action,Comedy,Crime,Thriller",111,Robert Schwentke,"Bruce Willis,Helen Mirren,Morgan Freeman,Mary-Louise Parker",58.0,21.761408,90.380162,7.0
2010,35,Percy Jackson & the Olympians: The Lightning Thief,tt0814255,rl191399425,2010-02-12,Twentieth Century Fox,PG,"Adventure,Family,Fantasy",118,Chris Columbus,"Logan Lerman,Kevin McKidd,Steve Coogan,Brandon T. Jackson",95.0,31.236067,88.768303,5.9
2010,36,Paranormal Activity 2,tt1536044,rl2607384065,2010-10-22,Paramount Pictures,R,Horror,91,Tod Williams,"Katie Featherston,Micah Sloat,Molly Ephraim,David Bierend",3.0,40.678424,84.752907,5.6
2010,37,Little Fockers,tt0970866,rl929203713,2010-12-22,Universal Pictures,PG-13,"Comedy,Romance",98,Paul Weitz,"Ben Stiller,Teri Polo,Robert De Niro,Owen Wilson",100.0,30.833665,148.4386,5.5
2010,38,Eat Pray Love,tt0879870,rl777094657,2010-08-13,Sony Pictures Releasing,PG-13,"Biography,Drama,Romance",133,Ryan Murphy,"Julia Roberts,Javier Bardem,Richard Jenkins,Viola Davis",60.0,23.104523,80.57401,5.8
2010,39,The Chronicles of Narnia: The Voyage of the Dawn Treader,tt0980970,rl2657388033,2010-12-10,Twentieth Century Fox,PG,"Adventure,Family,Fantasy",113,Michael Apted,"Ben Barnes,Skandar Keynes,Georgie Henley,Will Poulter",155.0,24.005069,104.38695,6.3
2010,40,Dear John,tt0989757,rl2404156929,2010-02-05,Screen Gems,PG-13,"Drama,Romance,War",108,Lasse Hallström,"Channing Tatum,Amanda Seyfried,Richard Jenkins,Henry Thomas",25.0,30.468614,80.014842,6.3
2010,41,Unstoppable,tt0477080,rl3581314561,2010-11-12,Twentieth Century Fox,PG-13,"Action,Thriller",98,Tony Scott,"Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee",100.0,22.688457,81.562942,6.8
2010,42,The A-Team,tt0429493,rl3829564929,2010-06-11,Twentieth Century Fox,PG-13,"Action,Adventure,Thriller",117,Joe Carnahan,"Liam Neeson,Bradley Cooper,Sharlto Copley,Jessica Biel",110.0,25.669455,77.222099,6.7
2010,44,Dinner for Schmucks,tt0427152,rl2588902913,2010-07-30,DreamWorks,PG-13,Comedy,114,Jay Roach,"Steve Carell,Paul Rudd,Stephanie Szostak,Zach Galifianakis",69.0,23.527839,73.026337,5.9
2010,46,True Grit,tt1403865,rl3564602881,2010-12-22,Paramount Pictures,PG-13,"Drama,Western",110,Ethan Coen,"Jeff Bridges,Matt Damon,Hailee Steinfeld,Josh Brolin",38.0,24.830443,171.243005,7.6
2010,47,The Bounty Hunter,tt1038919,rl2454095361,2010-03-19,Sony Pictures Releasing,PG-13,"Action,Comedy,Romance",110,Andy Tennant,"Jennifer Aniston,Gerard Butler,Gio Perez,Joel Marsh Garland",40.0,20.686423,67.061228,5.6
2010,48,Diary of a Wimpy Kid,tt1196141,rl1162839553,2010-03-19,Twentieth Century Fox,PG,"Comedy,Drama,Family",2,Thor Freudenthal,"Zachary Gordon,Robert Capron,Rachael Harris,Steve Zahn",15.0,22.126166,64.003625,6.2
2010,49,The Sorcerer's Apprentice,tt0963966,rl2540733953,2010-07-14,Walt Disney Studios,PG,"Action,Adventure,Family,Fantasy",109,Jon Turteltaub,"Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer",150.0,17.619622,63.150991,6.1
2010,50,A Nightmare on Elm Street,tt1179056,rl2020050433,2010-04-30,Warner Bros.,R,"Crime,Drama,Horror,Mystery",95,Samuel Bayer,"Jackie Earle Haley,Rooney Mara,Kyle Gallner,Katie Cassidy",35.0,32.902299,63.075011,5.2
2010,51,The Last Song,tt1294226,rl2472510977,2010-03-31,Walt Disney Studios,PG,"Drama,Music,Romance",108,Julie Anne Robinson,"Miley Cyrus,Liam Hemsworth,Greg Kinnear,Bobby Coleman",20.0,16.007426,62.950384,6.0
2010,52,The Wolfman,tt0780653,rl3413870081,2010-02-12,Universal Pictures,R,"Drama,Fantasy,Horror,Thriller",103,Joe Johnston,"Benicio Del Toro,Anthony Hopkins,Emily Blunt,Simon Merrells",150.0,31.479235,61.97968,5.8
2010,53,Get Him to the Greek,tt1226229,rl4032136705,2010-06-04,Universal Pictures,R,"Comedy,Music",109,Nicholas Stoller,"Jonah Hill,Russell Brand,Elisabeth Moss,Rose Byrne",40.0,17.570955,60.974475,6.4
2010,54,Resident Evil: Afterlife,tt1220634,rl2154661377,2010-09-10,Screen Gems,R,"Action,Adventure,Horror,Sci-Fi,Thriller",96,Paul W.S. Anderson,"Milla Jovovich,Ali Larter,Wentworth Miller,Kim Coates",60.0,26.650264,60.128566,5.8
2010,55,Why Did I Get Married Too?,tt1391137,rl1618707969,2010-04-02,Lionsgate,PG-13,"Comedy,Drama,Romance",121,Tyler Perry,"Janet Jackson,Tyler Perry,Jill Scott,Sharon Leal",20.0,29.289537,60.095852,4.7
2010,56,Tooth Fairy,tt0808510,rl628590081,2010-01-22,Twentieth Century Fox,PG,"Comedy,Family,Fantasy,Sport",101,Michael Lembeck,"Dwayne Johnson,Ashley Judd,Julie Andrews,Stephen Merchant",48.0,14.010409,60.022256,5.0
2010,58,Secretariat,tt1028576,rl628000257,2010-10-08,Walt Disney Studios,PG,"Biography,Drama,Family,History,Sport",123,Randall Wallace,"Diane Lane,John Malkovich,Margo Martindale,Nelsan Ellis",35.0,12.69477,59.713955,7.2
2010,59,Easy A,tt1282140,rl877757953,2010-09-17,Screen Gems,PG-13,"Comedy,Drama,Romance",92,Will Gluck,"Emma Stone,Amanda Bynes,Penn Badgley,Dan Byrd",8.0,17.73404,58.401464,7.0
2010,60,Takers,tt1135084,rl1397130753,2010-08-27,Screen Gems,PG-13,"Action,Crime,Thriller",107,John Luessenhop,"Chris Brown,Hayden Christensen,Matt Dillon,Michael Ealy",32.0,20.512304,57.74472,6.2
2010,61,Yogi Bear,tt1302067,rl2793047553,2010-12-17,Warner Bros.,PG,"Adventure,Animation,Comedy,Family",81,Eric Brevig,"Dan Aykroyd,Justin Timberlake,Anna Faris,Tom Cavanagh",80.0,16.411322,100.246011,4.6
2010,62,Legend of the Guardians: The Owls of Ga'Hoole,tt1219342,rl2539095553,2010-09-24,Warner Bros.,PG,"Action,Adventure,Animation,Family,Fantasy,Mystery,Thriller,War",97,Zack Snyder,"Jim Sturgess,Hugo Weaving,David Wenham,Emily Barclay",80.0,16.112211,55.675313,6.9
2010,63,Letters to Juliet,tt0892318,rl1415480833,2010-05-14,Summit Entertainment,PG,"Adventure,Comedy,Drama,Romance",105,Gary Winick,"Amanda Seyfried,Gael García Bernal,Vanessa Redgrave,Marcia DeBonis",30.0,13.540486,53.032453,6.5
2010,64,Life as We Know It,tt1055292,rl3076425217,2010-10-08,Warner Bros.,PG-13,"Comedy,Drama,Romance",114,Greg Berlanti,"Katherine Heigl,Josh Duhamel,Josh Lucas,Alexis Clagett",38.0,14.506464,53.374681,6.5
2010,65,Wall Street: Money Never Sleeps,tt1027718,rl3363407361,2010-09-24,Twentieth Century Fox,PG-13,Drama,133,Oliver Stone,"Shia LaBeouf,Michael Douglas,Carey Mulligan,Josh Brolin",70.0,19.011188,52.474616,6.2
2010,66,Predators,tt1424381,rl2926282241,2010-07-09,Twentieth Century Fox,R,"Action,Adventure,Sci-Fi,Thriller",107,Nimród Antal,"Adrien Brody,Laurence Fishburne,Topher Grace,Alice Braga",40.0,24.760882,52.000688,6.4
2010,67,Hot Tub Time Machine,tt1231587,rl2136507905,2010-03-26,Metro-Goldwyn-Mayer (MGM),R,"Comedy,Sci-Fi",101,Steve Pink,"John Cusack,Rob Corddry,Craig Robinson,Clark Duke",36.0,14.020502,50.287556,6.4
2010,69,The Tourist,tt1243957,rl1819772417,2010-12-10,Sony Pictures Releasing,PG-13,"Action,Adventure,Crime,Mystery,Romance,Thriller",103,Florian Henckel von Donnersmarck,"Johnny Depp,Angelina Jolie,Paul Bettany,Timothy Dalton",100.0,16.472458,67.631157,6.0
2010,70,Kick-Ass,tt1250777,rl291276289,2010-04-16,Lionsgate,R,"Action,Comedy,Crime",117,Matthew Vaughn,"Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown",30.0,19.828687,48.071303,7.6
2010,71,Killers,tt1103153,rl3294004737,2010-06-04,Lionsgate,PG-13,"Action,Comedy,Romance,Thriller",100,Robert Luketic,"Katherine Heigl,Ashton Kutcher,Tom Selleck,Catherine O'Hara",75.0,15.837266,47.059963,5.4
2010,72,Saw: The Final Chapter,tt1477076,rl2406450689,2010-10-29,Lionsgate,R,"Horror,Mystery",90,Kevin Greutert,"Tobin Bell,Costas Mandylor,Betsy Russell,Cary Elwes",20.0,22.530123,45.710178,5.6
2010,73,Cop Out,tt1385867,rl206407169,2010-02-26,Warner Bros.,R,"Action,Comedy,Crime,Thriller",107,Kevin Smith,"Bruce Willis,Tracy Morgan,Juan Carlos Hernández,Cory Fernandez",30.0,18.211126,44.875481,5.6
2010,75,Cats & Dogs: The Revenge of Kitty Galore,tt1287468,rl2387117569,2010-07-30,Warner Bros.,PG,"Action,Comedy,Family,Fantasy",82,Brad Peyton,"Bette Midler,Chris O'Donnell,Jack McBrayer,James Marsden",85.0,12.279363,43.585753,4.3
2010,76,Edge of Darkness,tt1226273,rl173114881,2010-01-29,Warner Bros.,R,"Action,Crime,Drama,Mystery,Thriller",117,Martin Campbell,"Mel Gibson,Ray Winstone,Danny Huston,Bojana Novakovic",80.0,17.214384,43.31389,6.6
2010,78,Step Up 3D,tt1193631,rl3665004033,2010-08-06,Walt Disney Studios,PG-13,"Drama,Music,Romance",107,Jon M. Chu,"Sharni Vinson,Rick Malambri,Adam Sevani,Alyson Stoner",30.0,15.812311,42.400223,6.2
2010,79,The Last Exorcism,tt1320244,rl1180665345,2010-08-27,Lionsgate,PG-13,"Horror,Mystery,Thriller",87,Daniel Stamm,"Patrick Fabian,Ashley Bell,Iris Bahr,Louis Herthum",1.8,20.366613,41.03435,5.6
2010,80,Black Swan,tt0947798,rl2286388737,2010-12-03,Fox Searchlight Pictures,R,"Drama,Thriller",108,Darren Aronofsky,"Natalie Portman,Mila Kunis,Vincent Cassel,Winona Ryder",13.0,1.443809,106.954678,8.0
2011,2,Transformers: Dark of the Moon,tt1399103,rl2977400321,2011-06-29,DreamWorks,PG-13,"Action,Adventure,Sci-Fi",154,Michael Bay,"Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson,Josh Duhamel",195.0,97.852865,352.390543,6.2
2011,3,The Twilight Saga: Breaking Dawn - Part 1,tt1324999,rl3292956161,2011-11-18,Summit Entertainment,PG-13,"Adventure,Drama,Fantasy,Romance,Thriller",117,Bill Condon,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Gil Birmingham",110.0,138.122261,281.287133,4.9
2011,4,The Hangover Part II,tt1411697,rl408323585,2011-05-26,Warner Bros.,R,Comedy,102,Todd Phillips,"Bradley Cooper,Zach Galifianakis,Ed Helms,Justin Bartha",80.0,85.946294,254.464305,6.4
2011,5,Pirates of the Caribbean: On Stranger Tides,tt1298650,rl4117267969,2011-05-20,Walt Disney Studios,PG-13,"Action,Adventure,Fantasy",137,Rob Marshall,"Johnny Depp,Penélope Cruz,Ian McShane,Geoffrey Rush",250.0,90.151958,241.071802,6.6
2011,6,Fast Five,tt1596343,rl877889025,2011-04-29,Universal Pictures,PG-13,"Action,Adventure,Crime,Thriller",130,Justin Lin,"Vin Diesel,Paul Walker,Dwayne Johnson,Jordana Brewster",125.0,86.198765,209.837675,7.3
2011,7,Cars 2,tt1216475,rl3091760641,2011-06-24,Walt Disney Studios,G,"Adventure,Animation,Comedy,Family,Sport",106,John Lasseter,"Owen Wilson,Larry the Cable Guy,Michael Caine,Emily Mortimer",200.0,66.135507,191.452396,6.1
2011,8,Thor,tt0800369,rl3094644225,2011-05-06,Paramount Pictures,PG-13,"Action,Adventure,Fantasy",115,Kenneth Branagh,"Chris Hemsworth,Anthony Hopkins,Natalie Portman,Tom Hiddleston",150.0,65.723338,181.030624,7.0
2011,9,Rise of the Planet of the Apes,tt1318514,rl225216001,2011-08-05,Twentieth Century Fox,PG-13,"Action,Drama,Sci-Fi,Thriller",105,Rupert Wyatt,"James Franco,Andy Serkis,Freida Pinto,Karin Konoval",93.0,54.806191,176.760185,7.6
2011,10,Captain America: The First Avenger,tt0458339,rl1900578305,2011-07-22,Paramount Pictures,PG-13,"Action,Adventure,Sci-Fi",124,Joe Johnston,"Chris Evans,Hugo Weaving,Samuel L. Jackson,Hayley Atwell",140.0,65.058524,176.654505,6.9
2011,11,The Help,tt1454029,rl626624001,2011-08-10,Walt Disney Studios,PG-13,Drama,146,Tate Taylor,"Emma Stone,Viola Davis,Octavia Spencer,Bryce Dallas Howard",25.0,26.04459,169.708112,8.1
2011,12,Bridesmaids,tt1478338,rl2000848385,2011-05-13,Universal Pictures,R,"Comedy,Romance",125,Paul Feig,"Kristen Wiig,Maya Rudolph,Rose Byrne,Terry Crews",32.5,26.24741,169.106725,6.8
2011,13,Kung Fu Panda 2,tt1302011,rl3579610625,2011-05-26,DreamWorks,PG,"Action,Adventure,Animation,Comedy,Family,Fantasy",90,Jennifer Yuh Nelson,"Jack Black,Angelina Jolie,Jackie Chan,Dustin Hoffman",150.0,47.656302,165.249063,7.2
2011,15,Puss in Boots,tt0448694,rl1214940673,2011-10-28,DreamWorks,PG,"Adventure,Animation,Comedy,Family,Fantasy,Mystery",90,Chris Miller,"Antonio Banderas,Salma Hayek,Zach Galifianakis,Billy Bob Thornton",130.0,34.077439,149.260504,6.6
2011,16,Rio,tt1436562,rl292324865,2011-04-15,Twentieth Century Fox,PG,"Adventure,Animation,Comedy,Crime,Family,Musical",96,Carlos Saldanha,"Jesse Eisenberg,Anne Hathaway,George Lopez,Karen Disher",90.0,39.225962,143.619809,6.9
2011,17,The Smurfs,tt0472181,rl292587009,2011-07-29,Sony Pictures Releasing,PG,"Adventure,Animation,Comedy,Family,Fantasy",103,Raja Gosnell,"Hank Azaria,Katy Perry,Jonathan Winters,Neil Patrick Harris",110.0,35.611637,142.614158,5.4
2011,18,Super 8,tt1650062,rl2255652353,2011-06-10,Paramount Pictures,PG-13,"Mystery,Sci-Fi,Thriller",112,J.J. Abrams,"Elle Fanning,AJ Michalka,Kyle Chandler,Joel Courtney",50.0,35.451168,127.004179,7.0
2011,19,Sherlock Holmes: A Game of Shadows,tt1515091,rl3614344705,2011-12-16,Warner Bros.,PG-13,"Action,Adventure,Mystery",129,Guy Ritchie,"Robert Downey Jr.,Jude Law,Jared Harris,Rachel McAdams",125.0,39.637079,186.848418,7.5
2011,20,Rango,tt1192628,rl3479864833,2011-03-04,Paramount Pictures,PG,"Adventure,Animation,Comedy,Family,Western",107,Gore Verbinski,"Johnny Depp,Isla Fisher,Timothy Olyphant,Abigail Breslin",135.0,38.079323,123.477607,7.2
2011,21,Mission: Impossible - Ghost Protocol,tt1229238,rl1365411329,2011-12-16,Paramount Pictures,PG-13,"Action,Adventure,Thriller",132,Brad Bird,"Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton",145.0,12.785204,209.397903,7.4
2011,23,Horrible Bosses,tt1499658,rl576226817,2011-07-08,Warner Bros.,R,"Comedy,Crime",98,Seth Gordon,"Jason Bateman,Charlie Day,Jason Sudeikis,Steve Wiebe",35.0,28.302165,117.538559,6.9
2011,24,Green Lantern,tt1133985,rl1280804353,2011-06-17,Warner Bros.,PG-13,"Action,Adventure,Sci-Fi",114,Martin Campbell,"Ryan Reynolds,Blake Lively,Peter Sarsgaard,Mark Strong",200.0,53.174303,116.601172,5.5
2011,25,Hop,tt1411704,rl391874049,2011-04-01,Universal Pictures,PG,"Adventure,Animation,Comedy,Family,Fantasy",95,Tim Hill,"Russell Brand,James Marsden,Elizabeth Perkins,Kaley Cuoco",63.0,37.54371,108.085305,5.4
2011,26,Paranormal Activity 3,tt1778304,rl2624161281,2011-10-21,Paramount Pictures,R,"Horror,Mystery,Thriller",83,Henry Joost,"Chloe Csengery,Jessica Tyler Brown,Christopher Nicholas Smith,Lauren Bittner",5.0,52.568183,104.028807,5.8
2011,27,Just Go with It,tt1564367,rl2456520193,2011-02-11,Sony Pictures Releasing,PG-13,"Comedy,Romance",117,Dennis Dugan,"Adam Sandler,Jennifer Aniston,Brooklyn Decker,Nicole Kidman",80.0,30.514732,103.028109,6.4
2011,29,Bad Teacher,tt1284575,rl1095075329,2011-06-24,Sony Pictures Releasing,R,"Comedy,Romance",92,Jake Kasdan,"Cameron Diaz,Jason Segel,Justin Timberlake,Lucy Punch",20.0,31.603106,100.292856,5.6
2011,30,Cowboys & Aliens,tt0409847,rl2085455361,2011-07-29,Universal Pictures,PG-13,"Action,Sci-Fi,Thriller,Western",119,Jon Favreau,"Daniel Craig,Harrison Ford,Olivia Wilde,Abigail Spencer",163.0,36.43129,100.240551,6.0
2011,31,Gnomeo & Juliet,tt0377981,rl1515488769,2011-02-11,Walt Disney Studios,,"Adventure,Animation,Comedy,Family,Romance",84,Kelly Asbury,"James McAvoy,Emily Blunt,Maggie Smith,Ashley Jensen",36.0,25.356909,99.96767,5.9
2011,32,The Green Hornet,tt0990407,rl1247249921,2011-01-14,Sony Pictures Releasing,PG-13,"Action,Comedy",119,Michel Gondry,"Seth Rogen,Jay Chou,Christoph Waltz,Cameron Diaz",120.0,33.526876,98.780042,5.8
2011,34,Alvin and the Chipmunks: Chipwrecked,tt1615918,rl1766032897,2011-12-16,Twentieth Century Fox,G,"Adventure,Animation,Comedy,Family,Music",87,Mike Mitchell,"Justin Long,Matthew Gray Gubler,Jesse McCartney,Jason Lee",75.0,23.244744,133.110742,4.3
2011,35,Real Steel,tt0433035,rl275613185,2011-10-07,Walt Disney Studios,PG-13,"Action,Drama,Sci-Fi,Sport",127,Shawn Levy,"Hugh Jackman,Evangeline Lilly,Dakota Goyo,Anthony Mackie",110.0,27.319677,85.468508,7.1
2011,36,"Crazy, Stupid, Love",tt1570728,rl1515030017,2011-07-29,Warner Bros.,PG-13,"Comedy,Drama,Romance",118,Glenn Ficarra,"Steve Carell,Ryan Gosling,Julianne Moore,Emma Stone",50.0,19.104303,84.351197,7.4
2011,37,Battle Los Angeles,tt1217613,rl3225781761,2011-03-11,Sony Pictures Releasing,PG-13,"Action,Sci-Fi",116,Jonathan Liebesman,"Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,Ramon Rodriguez",70.0,35.573187,83.552429,5.7
2011,38,Immortals,tt1253864,rl779650561,2011-11-11,Relativity Media,R,"Action,Drama,Fantasy,Romance",110,Tarsem Singh,"Henry Cavill,Mickey Rourke,John Hurt,Stephen Dorff",75.0,32.206425,83.504017,6.0
2011,39,The Muppets,tt1204342,rl3445982721,2011-11-23,Walt Disney Studios,PG,"Adventure,Comedy,Family,Musical",2,James Bobin,"Amy Adams,Jason Segel,Chris Cooper,Rashida Jones",45.0,29.239026,88.631237,7.1
2011,40,Zookeeper,tt1222817,rl880641537,2011-07-08,Sony Pictures Releasing,PG,"Comedy,Family,Fantasy,Romance",102,Frank Coraci,"Kevin James,Rosario Dawson,Leslie Bibb,Ken Jeong",80.0,20.065617,80.360843,5.2
2011,41,Limitless,tt1219289,rl139232769,2011-03-18,Relativity Media,PG-13,"Sci-Fi,Thriller",105,Neil Burger,"Bradley Cooper,Anna Friel,Abbie Cornish,Robert De Niro",27.0,18.907302,79.249455,7.4
2011,42,Tower Heist,tt0471042,rl1668777473,2011-11-04,Universal Pictures,PG-13,"Action,Comedy,Crime",104,Brett Ratner,"Eddie Murphy,Ben Stiller,Casey Affleck,Alan Alda",75.0,24.02519,78.04657,6.2
