tt_id,movie_title,release_date,trailer_id,trailer_publishTime,trailer_title,viewCount,commentCount,likeCount,dislikeCount,favoriteCount,remove
tt1418377,"I, Frankenstein",2014-01-24,4viphB1kShw,2013-11-07T19:13:20Z,"I, FRANKENSTEIN Offizieller Trailer Deutsch German | 2014 Aaron Eckhart [HD]",215971.0,144.0,921.0,90.0,0,False
tt1800246,That Awkward Moment,2014-01-31,k85UwztJMhw,2013-10-17T02:05:04Z,THAT AWKWARD MOMENT - Official Red Band Trailer In Theaters Jan 31,262977.0,118.0,,,0,False
tt1800246,That Awkward Moment,2014-01-31,wRcVgJjnFLo,2013-10-22T18:41:20Z,That Awkward Moment Official Trailer #1 (2014) - Zac Efron Movie HD,9635346.0,975.0,29452.0,1041.0,0,False
tt1800246,That Awkward Moment,2014-01-31,NoCjFuhWzpc,2013-10-22T19:00:59Z,"That Awkward Moment TRAILER 1 (2014) - Zac Efron, Miles Teller Movie HD",3884087.0,187.0,27645.0,440.0,0,False
tt1800246,That Awkward Moment,2014-01-31,NDgUNGYNd3o,2013-11-21T02:39:24Z,That Awkward Moment Official UK Trailer #1 (2014) - Zac Efron Movie HD,298456.0,69.0,1208.0,47.0,0,False
tt1800246,That Awkward Moment,2014-01-31,Mvr-NQrqF6I,2013-12-04T21:20:23Z,That Awkward Moment - Official Red Band Trailer - In Theaters Jan 31,110570.0,2.0,82.0,5.0,0,False
tt1967545,Labor Day,2014-01-31,pn9UQw07hbo,2013-10-31T14:34:07Z,"Labor Day TRAILER 1 (2013) - Josh Brolin, Kate Winslet Drama HD",449021.0,77.0,598.0,34.0,0,False
tt1967545,Labor Day,2014-01-31,QOQL3Xi8dPE,2013-10-31T17:16:41Z,Labor Day Extended Trailer #1 (2013) - Josh Brolin Movie HD,1305354.0,354.0,2800.0,129.0,0,False
tt1967545,Labor Day,2014-01-31,eDAm-qRpkHI,2013-11-01T16:01:58Z,Labor Day Movie Official Trailer,105461.0,18.0,205.0,16.0,0,False
tt1967545,Labor Day,2014-01-31,HFkhj4lgb14,2013-11-02T08:56:52Z,Labor Day | Trailer #2 US (2013) Josh Brolin Kate Winslet,511871.0,21.0,433.0,94.0,0,False
tt1490017,The Lego Movie,2014-02-07,lPnY2NjSjrg,2013-06-18T23:05:00Z,The LEGO® Movie - Official Teaser Trailer [HD],11795005.0,2738.0,61529.0,2345.0,0,False
tt1490017,The Lego Movie,2014-02-07,gKD2vIOA_EM,2013-06-19T15:15:02Z,The Lego Movie International Teaser Trailer #1 (2013) - Lego Movie HD,411844.0,313.0,2023.0,114.0,0,False
tt1490017,The Lego Movie,2014-02-07,fZ_JOBCLF-I,2013-10-31T17:00:29Z,The LEGO® Movie - Official Main Trailer [HD],33374495.0,1639.0,111416.0,7204.0,0,False
tt1490017,The Lego Movie,2014-02-07,YvBeB7BVV-s,2013-10-31T17:13:04Z,The LEGO Movie Extended Main Trailer (2014) - Animated Movie HD,313592.0,372.0,2748.0,66.0,0,False
tt1490017,The Lego Movie,2014-02-07,layIMWcdgxg,2013-11-05T17:14:24Z,The LEGO Movie Official Theatrical Trailer (2014) - Animated Movie HD,544394.0,254.0,2164.0,123.0,0,False
tt2177771,The Monuments Men,2014-02-07,felsazClWcI,2013-08-08T15:20:12Z,"The Monuments Men Official Trailer #1 (2013) - George Clooney, Matt Damon Movie HD",225013.0,218.0,1752.0,51.0,0,False
tt2177771,The Monuments Men,2014-02-07,czYqP1jbPTk,2013-12-03T16:44:51Z,"The Monuments Men Official UK Trailer (2014) - John Goodman, Bill Murray Movie HD",361095.0,104.0,1438.0,166.0,0,False
tt2177771,The Monuments Men,2014-02-07,lyQtc309Y9M,2013-12-04T10:10:11Z,The Monuments Men | Official Trailer #3 HD | 2014,1028875.0,43.0,328.0,28.0,0,False
tt1234721,RoboCop,2014-02-12,jBeSfnIT_Bw,2013-09-05T23:18:25Z,"RoboCop Official Trailer #1 (2014) - Samuel L. Jackson, Gary Oldman Movie HD",3731600.0,4585.0,16723.0,1619.0,0,False
tt1234721,RoboCop,2014-02-12,UuVphAuRo7Q,2013-09-05T23:25:45Z,"RoboCop TRAILER 1 (2014) - Samuel L. Jackson, Abbie Cornish Movie HD",4063286.0,2963.0,14862.0,1417.0,0,False
tt1234721,RoboCop,2014-02-12,xPLSpmAtc1Q,2013-11-07T15:04:30Z,RoboCop  - Official Trailer #2 - In Theaters 2/12/14,3228002.0,1950.0,9375.0,718.0,0,False
tt1234721,RoboCop,2014-02-12,w4_fHtCFvsM,2013-11-07T15:13:00Z,"RoboCop Official Trailer #2 (2014) - Samuel L. Jackson, Gary Oldman Movie HD",525739.0,288.0,3149.0,140.0,0,False
tt1234721,RoboCop,2014-02-12,pGemfKLV1JA,2014-01-28T18:55:41Z,Honest Trailers - Robocop,6450104.0,7124.0,62620.0,777.0,0,False
tt1826590,About Last Night,2014-02-14,-QEfDr1OE8Q,2013-09-20T17:19:23Z,About Last Night - Official Trailer - In Theaters Valentine&#39;s Day 2014,1381252.0,117.0,1972.0,64.0,0,False
tt1826590,About Last Night,2014-02-14,Be39MDlTY6I,2013-09-28T01:52:14Z,About Last Night Trailer 2014 Kevin Hart Movie - Official [HD],410294.0,53.0,907.0,99.0,0,False
tt1826590,About Last Night,2014-02-14,ADsacEMVons,2014-01-19T21:26:48Z,About Last Night (1986) - Trailer,148260.0,55.0,,,0,False
tt1826590,About Last Night,2014-02-14,Wbh6Q5Ro5Qo,2014-01-23T17:19:50Z,"About Last Night Valentine&#39;s Day Trailer (2014) - Regina Hall, Kevin Hart Movie HD",218954.0,30.0,1120.0,74.0,0,False
tt1837709,Winter's Tale,2014-02-14,DBSj1MKwx6A,2013-11-07T00:34:20Z,Winter&#39;s Tale - Official Trailer [HD],4814221.0,1348.0,11050.0,470.0,0,False
tt1837709,Winter's Tale,2014-02-14,EK--ovCkjf0,2013-11-07T01:01:59Z,Winter&#39;s Tale TRAILER 1 (2014) - Russell Crowe Fantasy Movie HD,1332741.0,216.0,3123.0,181.0,0,False
tt1837709,Winter's Tale,2014-02-14,1qJM8OSAxLY,2013-12-17T12:05:43Z,WINTER&#39;S TALE Offizieller Trailer Deutsch German | 2014 Will Smith [HD],682694.0,105.0,2191.0,67.0,0,False
tt1837709,Winter's Tale,2014-02-14,jQCN1IZpoys,2013-12-19T15:52:51Z,A New York Winter&#39;s Tale - HD Trailer - Official Warner Bros. UK,375589.0,24.0,875.0,31.0,0,False
tt2318092,Endless Love,2014-02-14,TRXGch6675Q,2013-10-17T18:50:28Z,Endless Love Official Trailer #1 (2014) - Alex Pettyfer Drama HD,20775590.0,3021.0,58655.0,2450.0,0,False
tt2318092,Endless Love,2014-02-14,RKWlsnyYqfA,2013-10-18T15:07:41Z,Endless Love - Trailer,2025477.0,538.0,2992.0,1045.0,0,False
tt2318092,Endless Love,2014-02-14,cDQiEqhHi58,2013-12-30T08:18:07Z,ENDLESS LOVE - UN AMORE SENZA FINE - Official Movie Trailer in Italiano - FULL HD,108614.0,0.0,300.0,5.0,0,False
tt2318092,Endless Love,2014-02-14,NTAzn4W48gc,2014-01-08T01:38:27Z,Endless Love - Trailer,4255683.0,88.0,1383.0,80.0,0,False
tt2318092,Endless Love,2014-02-14,10wHSMlFcpw,2014-01-27T20:32:53Z,Endless Love - Final Trailer,110937.0,12.0,276.0,43.0,0,False
tt1921064,Pompeii,2014-02-21,eWDVBQkBBoE,2013-08-21T23:15:07Z,Pompeii - Teaser Trailer - Coming February 2014,850045.0,547.0,1930.0,190.0,0,False
tt1921064,Pompeii,2014-02-21,ftWkRRNz80M,2013-08-22T00:02:53Z,"Pompeii Official Teaser Trailer #1 (2014) - Kit Harington, Paul W.S. Anderson Movie HD",818097.0,783.0,2789.0,229.0,0,False
tt1921064,Pompeii,2014-02-21,t6TRwfxDICM,2013-12-04T20:10:17Z,POMPEII - Official Trailer,10078954.0,4216.0,22372.0,2655.0,0,False
tt1921064,Pompeii,2014-02-21,HP4lPT5AmJI,2013-12-04T21:53:08Z,"Pompeii Official Trailer #1 (2014) - Kit Harington, Paul W.S. Anderson Movie HD",608652.0,333.0,2305.0,154.0,0,False
tt2172934,3 Days to Kill,2014-02-21,yswZKfnmf7c,2013-12-18T17:31:52Z,"3 Days to Kill Official Trailer #1 (2014) - Kevin Costner, Amber Heard Movie HD",5348425.0,845.0,13845.0,690.0,0,False
tt2172934,3 Days to Kill,2014-02-21,fjHesmKzw6M,2013-12-18T17:38:13Z,"3 Days to Kill TRAILER 1 (2014) - Kevin Costner, Amber Heard, Hailee Steinfeld Thriller HD",376582.0,43.0,412.0,44.0,0,False
tt2172934,3 Days to Kill,2014-02-21,T4QuG9Jz5N4,2014-01-30T20:07:38Z,3 Days To Kill International Trailer #1 (2014) - Kevin Costner Movie HD,400234.0,77.0,690.0,52.0,0,False
tt2024469,Non-Stop,2014-02-28,jiHDJ19A3dk,2013-10-16T16:32:36Z,Non-Stop Official Trailer #1 (2014) - Liam Neeson Thriller HD,11122223.0,3929.0,30273.0,1081.0,0,False
tt2024469,Non-Stop,2014-02-28,nODrjQUR5YU,2013-10-17T14:36:59Z,Non-Stop - Trailer,3072717.0,333.0,2910.0,231.0,0,False
tt2024469,Non-Stop,2014-02-28,XSF6GPNXr9Y,2013-10-17T15:24:19Z,NON-STOP - Official Trailer - Starring Liam Neeson,936954.0,136.0,750.0,84.0,0,False
tt3210686,Son of God,2014-02-28,-Hsl5UG9O_c,2013-11-26T03:48:00Z,Son Of God | Official Trailer [HD] | 20th Century FOX,4969723.0,7877.0,44716.0,3202.0,0,False
tt3210686,Son of God,2014-02-28,jVNscgthMls,2013-11-26T11:05:01Z,SON OF GOD Trailer [HD 1080p],1477106.0,1487.0,2995.0,759.0,0,False
tt3210686,Son of God,2014-02-28,WcIXCok9HPg,2013-11-26T18:52:00Z,Son of God Movie Trailer 2014 - Official [HD],8718520.0,14950.0,35970.0,3636.0,0,False
tt3210686,Son of God,2014-02-28,UhzcYfHOHMI,2013-11-27T15:51:54Z,Son of God Official Trailer (2014) HD,1032453.0,988.0,3252.0,346.0,0,False
tt0864835,Mr. Peabody & Sherman,2014-03-07,hy6oD7BZw50,2013-10-25T16:52:12Z,Mr. Peabody &amp; Sherman Official Trailer 1 (2013) - Animated Movie HD,1626553.0,682.0,5619.0,437.0,0,False
tt0864835,Mr. Peabody & Sherman,2014-03-07,wUJ3ftEA7Yg,2013-10-25T23:55:57Z,MR. PEABODY &amp; SHERMAN - Official Teaser Trailer,1065945.0,13.0,1515.0,114.0,0,False
tt0864835,Mr. Peabody & Sherman,2014-03-07,MCM8z6MKhfA,2013-10-28T21:33:39Z,Mr. Peabody &amp; Sherman Official Extended Trailer #1 (2013) - Animated Movie HD,262551.0,103.0,925.0,57.0,0,False
tt0864835,Mr. Peabody & Sherman,2014-03-07,9iGwEp_A0PY,2013-10-30T17:58:41Z,Mr. Peabody &amp; Sherman International TRAILER (2014) - Ty Burrell Movie HD,3049010.0,0.0,12669.0,714.0,0,False
tt0864835,Mr. Peabody & Sherman,2014-03-07,DvYeVcTAyHA,2013-11-22T19:36:16Z,Mr. Peabody &amp; Sherman Official &#39;Doctor Who&#39; Trailer (2014) HD,8640093.0,1750.0,17297.0,1631.0,0,False
tt0864835,Mr. Peabody & Sherman,2014-03-07,aMl2tTVwsZA,2014-01-15T13:00:03Z,MR. PEABODY &amp; SHERMAN - Official Trailer,6970644.0,57.0,13451.0,1788.0,0,False
tt1253863,300: Rise of an Empire,2014-03-07,2zqy21Z29ps,2013-06-12T23:30:08Z,300: Rise of an Empire - Official Trailer 1 [HD],17565820.0,17512.0,55581.0,2617.0,0,False
tt1253863,300: Rise of an Empire,2014-03-07,wQrFr9NrxD0,2013-06-13T07:36:38Z,300 RISE OF AN EMPIRE Trailer (2014),343675.0,216.0,870.0,57.0,0,False
tt1253863,300: Rise of an Empire,2014-03-07,xdI91tEAN8s,2013-07-03T00:42:20Z,300: Rise of an Empire Official Trailer #1 (2014) - Frank Miller Movie HD,753807.0,518.0,3412.0,230.0,0,False
tt1253863,300: Rise of an Empire,2014-03-07,jGEERBDelH8,2013-12-04T18:00:03Z,300: Rise of an Empire - Official Trailer 2 [HD],5920801.0,2318.0,16865.0,919.0,0,False
tt1253863,300: Rise of an Empire,2014-03-07,G3Rzy7YqUVU,2014-01-20T18:00:01Z,300: Rise of an Empire - Official Trailer 3 [HD],4777061.0,1869.0,12378.0,692.0,0,False
tt2278388,The Grand Budapest Hotel,2014-03-07,1Fg5iWmQjwk,2013-10-17T14:00:42Z,THE GRAND BUDAPEST HOTEL - Official Wolrdwide Trailer HD,12222094.0,3039.0,48126.0,1200.0,0,False
tt2278388,The Grand Budapest Hotel,2014-03-07,2bTbW70umbQ,2013-10-17T14:01:42Z,The Grand Budapest Hotel Official Trailer (HD) Wes Anderson,1173342.0,288.0,3828.0,105.0,0,False
tt2278388,The Grand Budapest Hotel,2014-03-07,_hL8HEzTNmU,2013-10-18T02:26:26Z,"The Grand Budapest Hotel Trailer 2014 Ralph Fiennes, Wes Anderson Movie - Official [HD]",304277.0,44.0,449.0,23.0,0,False
tt2278388,The Grand Budapest Hotel,2014-03-07,mXRztrOK47I,2013-12-19T18:05:12Z,The Grand Budapest Hotel Official Trailer #2 (2014) - Wes Anderson Movie HD,200946.0,57.0,955.0,37.0,0,False
tt2369135,Need for Speed,2014-03-14,fsrJWUVoXeM,2013-09-25T15:57:07Z,Need for Speed Official Trailer (HD) Aaron Paul,15253600.0,15032.0,53818.0,4279.0,0,False
tt2369135,Need for Speed,2014-03-14,u3wtVI-aJuw,2013-09-25T16:10:13Z,Need For Speed Official Trailer #1 (2014) - Aaron Paul Movie HD,3039532.0,2338.0,15719.0,820.0,0,False
tt2369135,Need for Speed,2014-03-14,wthVGpJkgmc,2013-09-25T16:20:39Z,Need For Speed TRAILER 1 (2014) - Aaron Paul Movie HD,129272.0,237.0,778.0,46.0,0,False
tt2369135,Need for Speed,2014-03-14,xsKHweFi7AU,2013-11-14T20:23:49Z,Need for Speed Rivals - Launch Trailer,5209962.0,1539.0,19069.0,893.0,0,False
tt2369135,Need for Speed,2014-03-14,H_5t589hePA,2013-11-18T17:29:13Z,"Need For Speed Official Trailer #2 (2014) - Aaron Paul, Michael Keaton Movie HD",715047.0,622.0,4775.0,247.0,0,False
tt2369135,Need for Speed,2014-03-14,LRQgQsxcJ3U,2013-11-20T15:00:04Z,NEED FOR SPEED Trailer 2 Deutsch German,625884.0,291.0,2741.0,106.0,0,False
tt2369135,Need for Speed,2014-03-14,5NEPpGKFudk,2014-02-18T09:03:20Z,"Need For Speed Trailer | Aaron Paul,Dakota Johnson",106511.0,19.0,297.0,22.0,0,False
tt2465140,The Single Moms Club,2014-03-14,lJrgG70shBA,2013-12-11T18:30:29Z,"The Single Moms Club Official Trailer #1 (2014) - Tyler Perry, Terry Crews Movie HD",1537959.0,229.0,10000.0,361.0,0,False
tt2465140,The Single Moms Club,2014-03-14,WQNOvfixtpo,2013-12-12T18:00:24Z,Tyler Perry&#39;s The Single Moms Club (2014) - Official Trailer #1,1499175.0,539.0,3777.0,357.0,0,False
tt2465140,The Single Moms Club,2014-03-14,I1FAVqV-Zis,2013-12-28T11:28:59Z,The Single Moms Club | Trailer US (2014) Tyler Perry Nia Long,210110.0,34.0,507.0,35.0,0,False
tt2465140,The Single Moms Club,2014-03-14,CFV0yxxzSzw,2014-02-13T18:07:49Z,"The Single Moms Club Official Trailer #2 (2014) - Tyler Perry, Terry Crews Movie HD",128781.0,78.0,679.0,137.0,0,False
tt1840309,Divergent,2014-03-21,qXT0kcTI9Kk,2013-08-26T15:48:51Z,"Divergent Official Teaser Trailer #1 (2014) - Kate Winslet, Shailene Woodley Movie HD",482608.0,750.0,3419.0,155.0,0,False
tt1840309,Divergent,2014-03-21,npSkNAHQ2kI,2013-11-13T16:32:21Z,"Divergent Official Trailer #1 (2014) - Shailene Woodley, Theo James Movie HD",611041.0,424.0,3656.0,147.0,0,False
tt1840309,Divergent,2014-03-21,sutgWjz10sM,2013-11-13T16:34:38Z,DIVERGENT - Trailer - Official [HD] - 2014,36251869.0,13939.0,119543.0,4567.0,0,False
tt1840309,Divergent,2014-03-21,336qJITnDi0,2014-02-03T23:18:28Z,DIVERGENT - Final Theatrical Trailer - Official [HD] - 2014,6685913.0,1903.0,18875.0,633.0,0,False
tt1840309,Divergent,2014-03-21,Aw7Eln_xuWc,2014-02-04T21:04:16Z,"Divergent Official Final Trailer (2014) - Shailene Woodley, Kate Winslet Movie HD",1431980.0,850.0,8624.0,203.0,0,False
tt2281587,Muppets Most Wanted,2014-03-21,Vcw2Aje5KU0,2013-08-06T16:02:02Z,Official Teaser Trailer | Muppets Most Wanted | The Muppets,2362251.0,1182.0,6385.0,811.0,0,False
tt2281587,Muppets Most Wanted,2014-03-21,FV5x6QMuYjg,2013-11-20T17:00:03Z,Muppets Most Wanted - New UK Trailer | Official Disney HD,1661826.0,333.0,3866.0,375.0,0,False
tt2281587,Muppets Most Wanted,2014-03-21,gE5RF4wiueQ,2013-11-20T17:58:01Z,Muppets Most Wanted Official Theatrical Trailer (2014) - Muppets Movie HD,174164.0,49.0,1125.0,52.0,0,False
tt2281587,Muppets Most Wanted,2014-03-21,DQiGyBiNjLI,2013-11-21T17:22:41Z,Official Trailer | Muppets Most Wanted | The Muppets,3944838.0,918.0,8319.0,719.0,0,False
tt2281587,Muppets Most Wanted,2014-03-21,HXppfX-mBsE,2014-02-28T08:00:02Z,The Muppets - We&#39;re Doing a Sequel (from &quot;Muppets Most Wanted&quot;) (Trailer),1671708.0,0.0,8726.0,504.0,0,False
tt2528814,God's Not Dead,2014-03-21,j2KDj7qxnds,2013-10-23T21:23:25Z,God&#39;s Not Dead - Official Trailer,180062.0,495.0,1766.0,313.0,0,False
tt2528814,God's Not Dead,2014-03-21,8eFlAY0D0ho,2013-10-28T19:38:30Z,Movie Trailer: God&#39;s Not Dead,654621.0,1992.0,3931.0,2637.0,0,False
tt2528814,God's Not Dead,2014-03-21,GVa7qcd5DME,2014-01-09T22:38:52Z,God&#39;s Not Dead Official Trailer 1 (2013) - Drama Movie HD,149044.0,275.0,778.0,301.0,0,False
tt2528814,God's Not Dead,2014-03-21,2sXL6e7s5mg,2014-02-11T16:30:01Z,Gods Not Dead | Trailer #2 US (2014) Willie Robertson Kevin Sorbo,316313.0,977.0,1565.0,317.0,0,False
tt2528814,God's Not Dead,2014-03-21,Mqf5gAYcFWs,2014-02-25T18:40:09Z,God&#39;s Not Dead | Official Trailer #3,815846.0,2171.0,4837.0,1093.0,0,False
tt1742334,Sabotage,2014-03-28,8HDArXZgrsE,2013-11-22T18:12:44Z,Sabotage Official Trailer #1 (2014) - Arnold Schwarzenegger Movie HD,4258672.0,835.0,7940.0,569.0,0,False
tt1742334,Sabotage,2014-03-28,k5UL-zYkEmk,2013-11-25T00:59:54Z,Sabotage Trailer 2014 Official Arnold Schwarzenegger Movie [HD],422697.0,90.0,733.0,45.0,0,False
tt1742334,Sabotage,2014-03-28,7Kl3JiZGlLc,2013-12-21T03:21:11Z,Sabotage Official Trailer #2 (2014) - Arnold Schwarzenegger Action Movie HD,473771.0,206.0,2146.0,118.0,0,False
tt1742334,Sabotage,2014-03-28,cNTsQ9A64d0,2014-02-08T18:44:36Z,Sabotage Official Red Band Trailer #1 (2014) - Arnold Schwarzenegger Movie HD,187384.0,191.0,2092.0,65.0,0,False
tt1959490,Noah,2014-03-28,vD3Vj1ZX6Rk,2013-11-14T16:00:03Z,Noah - Trailer Ufficiale Internazionale,956517.0,305.0,1945.0,229.0,0,False
tt1959490,Noah,2014-03-28,6qmj5mhDwJQ,2013-11-14T16:09:39Z,"Noah Official Trailer #1 (2014) - Russell Crowe, Emma Watson Movie HD",15693889.0,14615.0,48034.0,4567.0,0,False
tt1959490,Noah,2014-03-28,UAfJulXFYlc,2013-11-15T17:20:44Z,Noah Movie Official Trailer,444909.0,155.0,1282.0,104.0,0,False
tt1959490,Noah,2014-03-28,rS5t9Pswq9A,2013-12-02T19:51:38Z,NOAH Movie Trailer (Russel Crowe - Movie Trailer HD),169499.0,200.0,388.0,25.0,0,False
tt1843866,Captain America: The Winter Soldier,2014-04-04,hvD6clUAWdA,2013-10-24T16:01:55Z,Captain America: The Winter Soldier TRAILER 1 (2014) - Chris Evans Movie HD,896397.0,641.0,3389.0,78.0,0,False
tt1843866,Captain America: The Winter Soldier,2014-04-04,tbayiPxkUMM,2013-10-25T16:14:43Z,Marvel&#39;s Captain America: The Winter Soldier - Trailer 1 (OFFICIAL),2879660.0,1828.0,20768.0,266.0,0,False
tt1843866,Captain America: The Winter Soldier,2014-04-04,7SlILk2WMTI,2014-02-02T23:12:00Z,Marvel&#39;s Captain America: The Winter Soldier - Trailer 2 (OFFICIAL),30904941.0,10426.0,106935.0,3710.0,0,False
tt1843866,Captain America: The Winter Soldier,2014-04-04,wtZ9bTRDEUU,2014-02-02T23:18:42Z,"Captain America: The Winter Soldier International Trailer (HD) Chris Evans, Scarlett Johansson",384638.0,236.0,1838.0,33.0,0,False
tt1843866,Captain America: The Winter Soldier,2014-04-04,vTsKJTzO8jk,2014-02-04T23:14:10Z,Marvel&#39;s Captain America: The Winter Soldier - The Official Game - Trailer 1,122865.0,168.0,542.0,243.0,0,False
tt2223990,Draft Day,2014-04-11,K3SlVsdUuBY,2013-12-24T02:00:01Z,DRAFT DAY - Official Theatrical TRAILER [HD] - 2014,3926657.0,583.0,2521.0,295.0,0,False
tt2223990,Draft Day,2014-04-11,xpvInmz-EJM,2013-12-24T03:19:02Z,"Draft Day Official Trailer #1 (2014) - Kevin Costner, Jennifer Garner Movie HD",660871.0,212.0,1486.0,166.0,0,False
tt2357291,Rio 2,2014-04-11,hUWsKkMKZBc,2013-05-15T16:02:04Z,Rio 2 | Teaser Trailer | Fox Family Entertainment,1898624.0,2.0,4393.0,502.0,0,False
tt2357291,Rio 2,2014-04-11,37Jcm__rqJE,2013-07-30T19:19:17Z,Rio 2 | Official Teaser Trailer [HD] | 20th Century FOX,107774.0,22.0,374.0,39.0,0,False
