tt_id,movie_title,release_date,trailer_id,trailer_publishTime,trailer_title,viewCount,commentCount,likeCount,dislikeCount,favoriteCount
tt2109248,Transformers: Age of Extinction,2014-06-27,ubGpDoyJvmI,2014-03-05T00:41:24Z,Transformers: Age of Extinction Teaser Trailer,20677281,9758,72069,4456,0
tt1587310,Maleficent,2014-05-30,w-XO4XiRop0,2014-03-18T17:30:06Z,Disney&#39;s Maleficent - Official Trailer 3,20035259,6010,58869,2936,0
tt1587310,Maleficent,2014-05-30,JIIgXEGAZgE,2014-03-16T20:11:42Z,Maleficent Official Legacy Trailer (2014) - Angelina Jolie Disney Movie HD,1533233,326,6697,251,0
tt1587310,Maleficent,2014-05-30,_pgmFAOgm5E,2014-01-27T02:39:36Z,Disney&#39;s Maleficent - &quot;Dream&quot; Trailer,17807209,6824,64764,2527,0
tt1587310,Maleficent,2014-05-30,APYrn4VxLsw,2014-03-18T17:30:01Z,"MALEFICENT | Official trailer HD | Angelina Jolie | Available on Blu-Ray, DVD &amp; Digital Now",182602,,628,33,0
tt1587310,Maleficent,2014-05-30,LaArkjF7AnM,2013-11-13T14:03:36Z,Maleficent Official Teaser Trailer #1 (2014) - Angelina Jolie Movie HD,1275744,446,6492,261,0
tt1587310,Maleficent,2014-05-30,_s5L14Z6Uj0,2014-04-03T22:57:05Z,Maleficent Official Trailer 2 HD | Trailers | FandangoMovies,3630,0,8,0,0
tt1587310,Maleficent,2014-05-30,ep7afV5wI_E,2014-03-18T17:46:39Z,Maleficent Official Wings Trailer (2014) - Angelina Jolie Disney Movie HD,461864,195,2694,62,0
tt1877832,X-Men: Days of Future Past,2014-05-23,pK2zYHWDZKo,2013-10-29T12:45:12Z,X-MEN: DAYS OF FUTURE PAST - Official Trailer (2014),36168519,27023,139732,6447,0
tt1877832,X-Men: Days of Future Past,2014-05-23,6acRHWnfZAE,2014-03-24T12:55:31Z,X-Men: Days of Future Past | Official Trailer 2 [HD] | 20th Century FOX,18885679,8504,70170,2397,0
tt1877832,X-Men: Days of Future Past,2014-05-23,gsjtg7m1MMM,2014-04-16T02:56:00Z,X-Men: Days of Future Past | Official Trailer 3 [HD] | 20th Century FOX,21192789,7654,57602,2660,0
tt1877832,X-Men: Days of Future Past,2014-05-23,tcAXS8td0A8,2014-02-21T13:25:35Z,"X-Men: Days of Future Past Official Trailer (2014) 4K HD, Hugh Jackman",395717,119,1127,24,0
tt1877832,X-Men: Days of Future Past,2014-05-23,ppAgZqKRuMc,2014-04-16T03:00:29Z,X-MEN: DAYS OF FUTURE PAST - Official Trailer NL/FR [HD],32852,5,137,10,0
tt1877832,X-Men: Days of Future Past,2014-05-23,bbb6VKsExJE,2014-04-28T21:24:03Z,X-MEN DAYS OF FUTURE PAST &quot;Wolverine&quot; Trailer,123296,41,437,9,0
tt1877832,X-Men: Days of Future Past,2014-05-23,hMeKYG5y8wc,2013-10-29T14:57:51Z,X-Men: Days of Future Past Official Trailer #1 (2014) - Hugh Jackman Movie HD,4671920,2038,13566,461,0
tt2103281,Dawn of the Planet of the Apes,2014-07-11,3sHMCRaS3ao,2014-05-08T12:56:03Z,Dawn of the Planet of the Apes | Official Trailer [HD] | PLANET OF THE APES,12147590,3200,34360,1747,0
tt2103281,Dawn of the Planet of the Apes,2014-07-11,DpSaTrW4leg,2014-06-19T03:14:51Z,Dawn of the Planet of the Apes | Official Final Trailer [HD] | PLANET OF THE APES,9677933,3093,31772,1509,0
tt2103281,Dawn of the Planet of the Apes,2014-07-11,h_9-3Fj3ZdI,2013-12-18T13:49:02Z,Dawn of the Planet of the Apes | Official Teaser Trailer [HD] | PLANET OF THE APES,11174791,2565,29125,1776,0
tt2103281,Dawn of the Planet of the Apes,2014-07-11,rf5e7Xc1Hwk,2014-05-08T13:00:08Z,Dawn of the Planet of the Apes | Official Trailer #2 HD | 2014,4830541,720,8136,619,0
tt2103281,Dawn of the Planet of the Apes,2014-07-11,rjy8mw6aiWc,2014-06-19T03:14:44Z,Dawn of the Planet of the Apes | Final Trailer | PLANET OF THE APES,444530,232,1642,76,0
tt2103281,Dawn of the Planet of the Apes,2014-07-11,1aHdDBbXiHQ,2014-06-16T20:00:03Z,&quot;No cure For Simian Flu&quot; DAWN OF THE PLANET OF THE APES Viral Trailer,237596,743,2455,60,0
tt2103281,Dawn of the Planet of the Apes,2014-07-11,eq1sTNGDXo0,2014-05-08T13:03:25Z,Dawn Of The Planet Of The Apes Official Trailer #2 (2014) Andy Serkis HD,1562334,376,3361,145,0
tt2245084,Big Hero 6,2014-11-07,z3biFxZIJOQ,2014-07-15T14:50:19Z,Disney&#39;s Big Hero 6 - Official US Trailer 1,20415401,6728,56269,3590,0
tt2245084,Big Hero 6,2014-11-07,8IdMPpKMdcc,2014-09-25T16:00:00Z,Disney&#39;s Big Hero 6 - Official US Trailer 2,17691768,0,49941,3625,0
tt2245084,Big Hero 6,2014-11-07,d2S8D_SCAJY,2014-10-09T18:18:02Z,Big Hero 6 Official NYCC Trailer (2014) - Disney Animation Movie HD,2547525,628,6900,345,0
tt2245084,Big Hero 6,2014-11-07,OvgyXKDXdZY,2014-05-22T19:00:00Z,Disney&#39;s Big Hero 6 Official US Teaser Trailer,18758560,1,36100,4887,0
tt2245084,Big Hero 6,2014-11-07,WHimm1A0JT4,2014-05-22T20:25:13Z,Disney&#39;s BIG HERO 6 Trailer (Movie Trailer HD),6913711,275,11357,2569,0
tt2245084,Big Hero 6,2014-11-07,bT8qmoCgxZg,2014-07-15T14:54:05Z,Big Hero 6 Official Trailer #1 (2014) - Disney Animation Movie HD,5468862,1167,15096,674,0
tt2245084,Big Hero 6,2014-11-07,ZyBUCHpeVzY,2014-09-26T09:30:00Z,Big Hero 6 | official trailer #4 US (2014) Marvel Disney,3422596,727,6280,487,0
tt1872181,The Amazing Spider-Man 2,2014-05-02,nbp3Ra3Yp74,2013-12-05T13:26:27Z,THE AMAZING SPIDER-MAN 2 - Official Trailer (HD),37828229,23816,140079,9711,0
tt1872181,The Amazing Spider-Man 2,2014-05-02,DlM2CWNTQ84,2014-03-19T13:01:28Z,The AMAZING SPIDER-MAN 2 - Official Trailer #2 (HD),16442279,13307,80084,3875,0
tt1872181,The Amazing Spider-Man 2,2014-05-02,8vsJZDppH-g,2014-02-03T00:27:29Z,The Amazing Spider-Man 2 Official Enemies Trailer (2014) - Andrew Garfield Movie HD,1307681,1164,8476,292,0
tt1872181,The Amazing Spider-Man 2,2014-05-02,QJDvmDtTi6Y,2014-02-24T15:43:11Z,The Amazing Spider-Man 2 Official International Trailer - Rise of Electro (2014) - Movie HD,822038,602,5273,197,0
tt1872181,The Amazing Spider-Man 2,2014-05-02,utdw4fYFToY,2013-12-05T16:04:13Z,The Amazing Spider-Man 2 Official Trailer #1 (2014) - Andrew Garfield Movie HD,549114,799,5935,261,0
tt1872181,The Amazing Spider-Man 2,2014-05-02,fTiDf6fkuuM,2014-01-24T18:00:03Z,The Amazing Spider-Man 2 Reveal Trailer,260871,577,4629,275,0
tt1872181,The Amazing Spider-Man 2,2014-05-02,_z61rmiN35E,2013-12-13T18:00:12Z,The Amazing Spider-Man 2 Official International Trailer #2 (2014) - Marvel Superhero Movie HD,850108,734,5527,243,0
tt0831387,Godzilla,2014-05-16,vIu85WQTPRc,2014-02-25T18:00:01Z,Godzilla - Official Main Trailer [HD],39379880,34536,158659,5878,0
tt0831387,Godzilla,2014-05-16,QjKO10hKtYw,2013-12-10T18:00:02Z,Godzilla - Official Teaser Trailer [HD],18031726,13349,78969,2826,0
tt0831387,Godzilla,2014-05-16,G1pX97_0rxU,2014-04-29T02:00:32Z,Godzilla - Asia Trailer [HD],11369411,7931,30176,1499,0
tt0831387,Godzilla,2014-05-16,I-EEqJ9HyTk,2014-04-05T20:05:05Z,"Godzilla Official Extended Trailer (2014) Bryan Cranston, Elizabeth Olsen HD",9407225,2248,15330,1134,0
tt0831387,Godzilla,2014-05-16,GQyO4ghNox0,2014-04-04T21:08:34Z,"Godzilla Official Trailer - Courage (2014) - Bryan Cranston, Ken Watanabe Monster Movie HD",456629,453,4064,79,0
tt0831387,Godzilla,2014-05-16,v3M9Dnr-69A,2013-05-29T16:32:37Z,Godzilla Vs. Spacegodzilla - Trailer,30697,,134,6,0
tt0831387,Godzilla,2014-05-16,GjMuvAHgx5E,2014-02-25T18:08:31Z,GODZILLA Original Movie Trailer,22142223,2443,80602,6719,0
tt2294449,22 Jump Street,2014-06-13,qP755JkDxyM,2014-04-10T03:39:24Z,22 Jump Street - Final Red Band Trailer (Official),6628485,2805,57947,2320,0
tt2294449,22 Jump Street,2014-06-13,v9S_dYuq0vE,2013-12-19T16:15:32Z,22 JUMP STREET Trailer (Movie Trailer HD),8694308,1607,27494,991,0
tt2294449,22 Jump Street,2014-06-13,06rvPK8ydZo,2013-12-16T17:29:08Z,22 Jump Street - Official Red Band Trailer,3816000,1749,30737,731,0
tt2294449,22 Jump Street,2014-06-13,qgCrzUPqOFo,2014-05-07T02:47:21Z,"22 Jump Street Official International Trailer #1 (2014) - Jonah Hill, Channing Tatum Movie HD",664681,168,3682,75,0
tt2294449,22 Jump Street,2014-06-13,TbN--8ja1L4,2013-12-16T17:32:50Z,22 Jump Street Trailer,1078536,237,3379,184,0
tt2294449,22 Jump Street,2014-06-13,i3_gKCX4Cik,2013-12-17T23:11:54Z,22 Jump Street - Official Green Band Trailer,1605099,81,2194,87,0
tt2294449,22 Jump Street,2014-06-13,U_gb6Geo8jA,2014-04-10T03:53:52Z,22 Jump Street Official Red Band Trailer #1 (2014) - Channing Tatum Movie HD,270903,155,4213,62,0
tt1291150,Teenage Mutant Ninja Turtles,2014-08-08,OdgNSJiWJTo,2014-06-24T15:56:39Z,"Teenage Mutant Ninja Turtles Official Trailer #2 (2014) - Whoopi Goldberg, Megan Fox Movie HD",4552592,2539,12606,1089,0
tt1291150,Teenage Mutant Ninja Turtles,2014-08-08,VZZ0PnDZdZk,2014-03-27T15:48:57Z,"Teenage Mutant Ninja Turtles Official Teaser Trailer #1 (2014) - Megan Fox, Will Arnett Movie HD",8642589,7186,29348,3623,0
tt1291150,Teenage Mutant Ninja Turtles,2014-08-08,FMJPwRWaZBI,2014-02-06T21:59:23Z,Teenage Mutant Ninja Turtles (1990) Official Trailer - Live Action Movie HD,1779320,1055,5327,308,0
tt1291150,Teenage Mutant Ninja Turtles,2014-08-08,al9jfY7zOBY,2014-02-19T15:49:08Z,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991) Official Trailer - Movie HD,576657,269,1824,101,0
tt1291150,Teenage Mutant Ninja Turtles,2014-08-08,_3Hf8rFPjyg,2014-04-30T21:20:30Z,"Teenage Mutant Ninja Turtles Official Trailer #1 (2014) - Megan Fox, Will Arnett Movie HD",2741521,1337,7898,876,0
tt1291150,Teenage Mutant Ninja Turtles,2014-08-08,w2dNvVdz3js,2014-02-19T15:59:59Z,Teenage Mutant Ninja Turtles III (1993) Official Trailer - Live Action Movie HD,404306,224,1324,126,0
tt1291150,Teenage Mutant Ninja Turtles,2014-08-08,dwXFsrp6WBs,2014-06-24T16:59:39Z,TEENAGE MUTANT NINJA TURTLES Trailer #2,10879243,8034,28901,3617,0
tt2310332,The Hobbit: The Battle of the Five Armies,2014-12-17,iVAgTiBrrDA,2014-11-06T18:00:00Z,The Hobbit: The Battle of the Five Armies - Official Main Trailer [HD],22845669,12646,103384,2867,0
tt2310332,The Hobbit: The Battle of the Five Armies,2014-12-17,ZSzeFFsKEt4,2014-07-28T19:00:03Z,The Hobbit: The Battle of the Five Armies - Official Teaser Trailer [HD],27102287,15042,118703,3192,0
tt2310332,The Hobbit: The Battle of the Five Armies,2014-12-17,Fzpbf1smG7Y,2014-11-07T02:58:16Z,The Hobbit 3: The Battle of the Five Armies - Trailer 2 (Reaction Mashup),413828,241,2583,107,0
tt2310332,The Hobbit: The Battle of the Five Armies,2014-12-17,HF7B-K8M6qo,2014-07-27T19:43:04Z,The Hobbit: The Battle of the Five Armies - 15” Trailer Tease - Official Warner Bros. UK,800391,237,2771,89,0
tt2310332,The Hobbit: The Battle of the Five Armies,2014-12-17,M2ORBqnok4U,2014-11-07T18:21:42Z,Twelve Titans Music - Dust And Light (&quot;The Hobbit: The Battle of The Five Armies&quot; Trailer Music),5612432,1822,41402,586,0
tt2310332,The Hobbit: The Battle of the Five Armies,2014-12-17,NpQj4hCmqtc,2014-10-27T22:24:59Z,The Hobbit 3: Battle of the Five Armies - Trailer 1 (Reaction Mashup) | 500 subscriber bonus video,333310,91,2049,58,0
tt2310332,The Hobbit: The Battle of the Five Armies,2014-12-17,DaGGZ7bBkYI,2014-11-06T18:08:01Z,The Hobbit: The Battle of the Five Armies Official Trailer #1 (2014) - Peter Jackson Movie HD,1887731,773,8154,179,0
tt0816692,Interstellar,2014-11-05,2LqzF5WauAw,2014-05-16T17:56:42Z,Interstellar Movie - Official Trailer,3900286,1636,15403,460,0
tt0816692,Interstellar,2014-11-05,Lm8p5rlrSkY,2014-07-30T18:25:50Z,"Interstellar Official Trailer #2 (2014) - Matthew McConaughey, Christopher Nolan Sci-Fi Movie HD",6184822,1917,21817,631,0
tt0816692,Interstellar,2014-11-05,zSWdZVtXT7E,2014-05-16T17:00:22Z,Interstellar - Trailer - Official Warner Bros. UK,29476875,5636,113455,3848,0
tt0816692,Interstellar,2014-11-05,0vxOhd4qlnA,2014-10-01T21:37:54Z,Interstellar Movie - Official Trailer 3,18429775,6738,41444,1569,0
tt0816692,Interstellar,2014-11-05,3WzHXI5HizQ,2013-12-14T17:26:09Z,Interstellar Official Teaser Trailer #1 (2014) Christopher Nolan Sci-Fi Movie HD,6659663,4316,24498,897,0
tt0816692,Interstellar,2014-11-05,ePbKGoIGAXY,2014-07-31T23:00:27Z,Interstellar – Trailer 3 – Official Warner Bros.,4540950,977,12194,391,0
tt0816692,Interstellar,2014-11-05,-gieJQejbHQ,2014-05-16T17:18:14Z,Interstellar Official Trailer #1 (2014) - Matthew McConaughey Sci-Fi Movie HD,759243,662,4770,105,0
tt1646971,How to Train Your Dragon 2,2014-06-13,2BP38770KNo,2013-12-19T09:30:02Z,How To Train Your Dragon 2 Official Trailer #1 (2014) - Animation Sequel HD,2632494,1224,17633,354,0
tt1646971,How to Train Your Dragon 2,2014-06-13,VpAcrUZYvmw,2014-04-11T15:00:01Z,How To Train Your Dragon 2 Official Trailer #2 (2014) - Animation Sequel HD,259803,281,3364,40,0
tt1646971,How to Train Your Dragon 2,2014-06-13,68AqHwgk2s8,2013-07-12T16:45:50Z,HOW TO TRAIN YOUR DRAGON 2 - Official Teaser Trailer,10204823,,48203,1427,0
tt1646971,How to Train Your Dragon 2,2014-06-13,-mY8GW1KDrw,2013-12-20T02:43:06Z,How To Train Your Dragon 2 | Official Trailer #2 US (2014),31553,0,130,5,0
tt1646971,How to Train Your Dragon 2,2014-06-13,WCWJL6D1SZA,2013-12-20T14:00:05Z,HOW TO TRAIN YOUR DRAGON 2 - Official Trailer,1241968,306,6813,238,0
tt2267998,Gone Girl,2014-10-03,2-_-1nJf8Vg,2014-07-08T16:00:25Z,Gone Girl | Official Trailer [HD] | 20th Century FOX,4572739,605,13736,290,0
tt2267998,Gone Girl,2014-10-03,0VGD_jLyE9Y,2014-04-15T23:00:01Z,"Gone Girl Official Trailer #1 (2014) - Ben Affleck, Rosamund Pike Movie HD",712957,322,2348,105,0
tt2267998,Gone Girl,2014-10-03,esGn-xKFZdU,2014-04-15T13:37:44Z,Gone Girl - Official Trailer (2014) HD,4772747,1051,6097,753,0
tt2267998,Gone Girl,2014-10-03,JU9PdgB3rsk,2014-04-15T23:30:23Z,Gone Girl | Teaser Trailer [HD] | 20th Century FOX,309773,61,829,19,0
tt2267998,Gone Girl,2014-10-03,TPVVpRJgiyc,2014-04-16T00:25:06Z,Gone Girl Teaser Trailer - In Cinemas October 2,7779,1,15,2,0
tt2267998,Gone Girl,2014-10-03,Ym3LB0lOJ0o,2014-07-07T16:10:01Z,"Gone Girl Official Trailer #2 (2014) Ben Affleck, Rosamund Pike HD",15442337,4386,22939,1553,0
tt1840309,Divergent,2014-03-21,sutgWjz10sM,2013-11-13T16:34:38Z,DIVERGENT - Trailer - Official [HD] - 2014,36251869,13939,119543,4567,0
tt1840309,Divergent,2014-03-21,Aw7Eln_xuWc,2014-02-04T21:04:16Z,"Divergent Official Final Trailer (2014) - Shailene Woodley, Kate Winslet Movie HD",1431980,850,8624,203,0
tt1840309,Divergent,2014-03-21,336qJITnDi0,2014-02-03T23:18:28Z,DIVERGENT - Final Theatrical Trailer - Official [HD] - 2014,6685913,1903,18875,633,0
tt1840309,Divergent,2014-03-21,qXT0kcTI9Kk,2013-08-26T15:48:51Z,"Divergent Official Teaser Trailer #1 (2014) - Kate Winslet, Shailene Woodley Movie HD",482608,750,3419,155,0
tt1840309,Divergent,2014-03-21,jrA1f06ciRQ,2013-11-16T01:02:26Z,DIVERGENT Trailer - Fan Reactions,28497,86,348,15,0
tt1840309,Divergent,2014-03-21,npSkNAHQ2kI,2013-11-13T16:32:21Z,"Divergent Official Trailer #1 (2014) - Shailene Woodley, Theo James Movie HD",611041,424,3656,147,0
tt2004420,Neighbors,2014-05-09,kL5c2szf3E4,2013-12-18T18:47:36Z,"Neighbors Official Trailer #3 (2014) - Zac Efron, Seth Rogen Movie HD",17972661,2697,56162,1892,0
tt2004420,Neighbors,2014-05-09,KrAf5ALLxGI,2013-10-23T15:07:48Z,Neighbors - Trailer,2226409,144,5133,359,0
tt2004420,Neighbors,2014-05-09,EmH4IE3Iysg,2013-09-04T01:33:31Z,"Neighbors Official Red Band Trailer #1 (2014) - Zac Efron, Seth Rogen Movie HD",1030900,623,6732,200,0
tt2004420,Neighbors,2014-05-09,-WkSwb8HTRA,2014-04-08T20:46:06Z,Neighbors | red band trailer (2014) Seth Rogen Zac Efron,260827,10,444,26,0
tt2004420,Neighbors,2014-05-09,AAwhQZ8O0A4,2014-04-08T13:30:23Z,"Neighbors Official Red Band Trailer #2 (2014) - Zac Efron, Seth Rogen Movie HD",1018547,264,4544,197,0
tt2004420,Neighbors,2014-05-09,C-YxrGkWbzw,2013-09-03T22:58:44Z,Neighbors - Restricted Trailer,255205,112,1242,47,0
tt2004420,Neighbors,2014-05-09,pzZgJZMXNEc,2013-12-18T18:01:02Z,Neighbors - Theatrical Trailer,1670854,145,2538,203,0
tt1408253,Ride Along,2014-01-17,5klp6rkHIks,2013-11-08T22:21:02Z,"Ride Along Official Trailer #1 (2014) - Kevin Hart, Ice Cube Movie HD",11593902,2047,38005,1317,0
tt1408253,Ride Along,2014-01-17,kdXo4vBgG7I,2013-12-19T20:03:09Z,Ride Along Official Theatrical Trailer (2014) - Ice Cube Movie HD,12669936,754,35447,2125,0
tt1408253,Ride Along,2014-01-17,pXJDIheyXfQ,2013-07-01T22:27:50Z,Ride Along Official Teaser Trailer #1 (2014) - Kevin Hart Movie HD,2071932,1264,12169,255,0
tt1408253,Ride Along,2014-01-17,UKPULWWK-Xk,2013-11-08T23:29:21Z,Ride Along - Trailer 2,3328010,480,6679,351,0
tt1408253,Ride Along,2014-01-17,_bAYXVXoloI,2013-07-02T19:27:21Z,Ride Along - Teaser Trailer,34406,15,266,15,0
tt1408253,Ride Along,2014-01-17,LY3LSzBQjjw,2013-11-08T09:34:10Z,"Ride Along Official Trailer (2014) - Kevin Hart, Ice Cube HD",22905,3,53,7,0
tt1408253,Ride Along,2014-01-17,xhPbqGPZvys,2013-11-08T22:24:59Z,"Ride Along TRAILER 1 (2014) - Ice Cube, Kevin Hart Comedy HD",208829,40,787,17,0
tt2357291,Rio 2,2014-04-11,leJuOObuCxM,2013-10-02T16:13:26Z,Rio 2 Official Trailer #1 (2014) - Jamie Foxx Animated Sequel HD,5351489,1049,14094,1210,0
tt2357291,Rio 2,2014-04-11,-zA9OvpAGkQ,2013-12-12T18:49:50Z,"Rio 2 TRAILER 2 (2014) - Tracy Morgan, Anne Hathaway Animated Sequel HD",2308097,266,4459,508,0
tt2357291,Rio 2,2014-04-11,hUWsKkMKZBc,2013-05-15T16:02:04Z,Rio 2 | Teaser Trailer | Fox Family Entertainment,1898624,2,4393,502,0
tt2357291,Rio 2,2014-04-11,JtP7zka5UI8,2013-12-13T17:00:00Z,Rio 2 | Official Trailer 2 | Fox Family Entertainment,1481787,0,4505,432,0
tt2357291,Rio 2,2014-04-11,O6iR6zn9ySA,2013-07-30T21:29:26Z,Rio 2 Official Teaser Trailer #2 (2014) - Anne Hathaway Movie HD,445333,232,2565,150,0
tt2357291,Rio 2,2014-04-11,37Jcm__rqJE,2013-07-30T19:19:17Z,Rio 2 | Official Teaser Trailer [HD] | 20th Century FOX,107774,22,374,39,0
tt2357291,Rio 2,2014-04-11,5uKP5ipSRm4,2013-10-03T17:02:37Z,Rio 2 | Official Trailer | Fox Family Entertainment,293727,1,1166,60,0
tt2872732,Lucy,2014-07-25,6Vu081NOorA,2014-04-02T16:10:51Z,Lucy Official Trailer #1 (2014) - Scarlett Johansson Movie HD,6505339,2831,25887,880,0
tt2872732,Lucy,2014-07-25,-hpupbliDbk,2014-04-03T13:30:01Z,Lucy Official Trailer #1 (2014) - Scarlett Johansson Movie HD,1390438,284,2988,214,0
tt2872732,Lucy,2014-07-25,RnKVv8Lp_xU,2014-05-13T13:50:35Z,Lucy Official International Trailer #1 (2014) - Scarlett Johansson Movie HD,2220432,1000,6713,281,0
tt2872732,Lucy,2014-07-25,7itr_P3YqaY,2014-04-03T15:45:29Z,[Ultra HD] LUCY Trailer (Scarlett Johansson - Morgan Freeman),224509,81,606,40,0
