tt_id,movie_title,release_date,trailer_id,trailer_publishTime,trailer_title,viewCount,commentCount,likeCount,dislikeCount,comment_disabled
tt1490017,The Lego Movie,2014-02-07,fZ_JOBCLF-I,2013-10-31T17:00:29Z,The LEGO® Movie - Official Main Trailer [HD],33374495.0,1639.0,111416.0,7204.0,True
tt2177771,The Monuments Men,2014-02-07,felsazClWcI,2013-08-08T15:20:12Z,"The Monuments Men Official Trailer #1 (2013) - George Clooney, Matt Damon Movie HD",225013.0,218.0,1752.0,51.0,False
tt2177771,The Monuments Men,2014-02-07,czYqP1jbPTk,2013-12-03T16:44:51Z,"The Monuments Men Official UK Trailer (2014) - John Goodman, Bill Murray Movie HD",361095.0,104.0,1438.0,166.0,False
tt2177771,The Monuments Men,2014-02-07,lyQtc309Y9M,2013-12-04T10:10:11Z,The Monuments Men | Official Trailer #3 HD | 2014,1028875.0,43.0,328.0,28.0,False
tt1234721,RoboCop,2014-02-12,jBeSfnIT_Bw,2013-09-05T23:18:25Z,"RoboCop Official Trailer #1 (2014) - Samuel L. Jackson, Gary Oldman Movie HD",3731600.0,4585.0,16723.0,1619.0,False
tt1234721,RoboCop,2014-02-12,UuVphAuRo7Q,2013-09-05T23:25:45Z,"RoboCop TRAILER 1 (2014) - Samuel L. Jackson, Abbie Cornish Movie HD",4063286.0,2963.0,14862.0,1417.0,False
tt1234721,RoboCop,2014-02-12,pGemfKLV1JA,2014-01-28T18:55:41Z,Honest Trailers - Robocop,6450104.0,7124.0,62620.0,777.0,False
tt1826590,About Last Night,2014-02-14,-QEfDr1OE8Q,2013-09-20T17:19:23Z,About Last Night - Official Trailer - In Theaters Valentine&#39;s Day 2014,1381252.0,117.0,1972.0,64.0,False
tt1826590,About Last Night,2014-02-14,Be39MDlTY6I,2013-09-28T01:52:14Z,About Last Night Trailer 2014 Kevin Hart Movie - Official [HD],410294.0,53.0,907.0,99.0,False
tt1826590,About Last Night,2014-02-14,Wbh6Q5Ro5Qo,2014-01-23T17:19:50Z,"About Last Night Valentine&#39;s Day Trailer (2014) - Regina Hall, Kevin Hart Movie HD",218954.0,30.0,1120.0,74.0,False
tt1837709,Winter's Tale,2014-02-14,DBSj1MKwx6A,2013-11-07T00:34:20Z,Winter&#39;s Tale - Official Trailer [HD],4814221.0,1348.0,11050.0,470.0,False
tt1837709,Winter's Tale,2014-02-14,EK--ovCkjf0,2013-11-07T01:01:59Z,Winter&#39;s Tale TRAILER 1 (2014) - Russell Crowe Fantasy Movie HD,1332741.0,216.0,3123.0,181.0,False
tt1837709,Winter's Tale,2014-02-14,1qJM8OSAxLY,2013-12-17T12:05:43Z,WINTER&#39;S TALE Offizieller Trailer Deutsch German | 2014 Will Smith [HD],682694.0,105.0,2191.0,67.0,False
tt2318092,Endless Love,2014-02-14,TRXGch6675Q,2013-10-17T18:50:28Z,Endless Love Official Trailer #1 (2014) - Alex Pettyfer Drama HD,20775590.0,3021.0,58655.0,2450.0,False
tt2318092,Endless Love,2014-02-14,NTAzn4W48gc,2014-01-08T01:38:27Z,Endless Love - Trailer,4255683.0,88.0,1383.0,80.0,False
tt1921064,Pompeii,2014-02-21,t6TRwfxDICM,2013-12-04T20:10:17Z,POMPEII - Official Trailer,10078954.0,4216.0,22372.0,2655.0,False
tt2172934,3 Days to Kill,2014-02-21,yswZKfnmf7c,2013-12-18T17:31:52Z,"3 Days to Kill Official Trailer #1 (2014) - Kevin Costner, Amber Heard Movie HD",5348425.0,845.0,13845.0,690.0,False
tt2024469,Non-Stop,2014-02-28,jiHDJ19A3dk,2013-10-16T16:32:36Z,Non-Stop Official Trailer #1 (2014) - Liam Neeson Thriller HD,11122223.0,3929.0,30273.0,1081.0,False
tt2024469,Non-Stop,2014-02-28,nODrjQUR5YU,2013-10-17T14:36:59Z,Non-Stop - Trailer,3072717.0,333.0,2910.0,231.0,False
tt3210686,Son of God,2014-02-28,-Hsl5UG9O_c,2013-11-26T03:48:00Z,Son Of God | Official Trailer [HD] | 20th Century FOX,4969723.0,7877.0,44716.0,3202.0,False
tt3210686,Son of God,2014-02-28,jVNscgthMls,2013-11-26T11:05:01Z,SON OF GOD Trailer [HD 1080p],1477106.0,1487.0,2995.0,759.0,False
tt3210686,Son of God,2014-02-28,WcIXCok9HPg,2013-11-26T18:52:00Z,Son of God Movie Trailer 2014 - Official [HD],8718520.0,14950.0,35970.0,3636.0,False
tt0864835,Mr. Peabody & Sherman,2014-03-07,9iGwEp_A0PY,2013-10-30T17:58:41Z,Mr. Peabody &amp; Sherman International TRAILER (2014) - Ty Burrell Movie HD,3049010.0,0.0,12669.0,714.0,True
tt0864835,Mr. Peabody & Sherman,2014-03-07,DvYeVcTAyHA,2013-11-22T19:36:16Z,Mr. Peabody &amp; Sherman Official &#39;Doctor Who&#39; Trailer (2014) HD,8640093.0,1750.0,17297.0,1631.0,False
tt0864835,Mr. Peabody & Sherman,2014-03-07,aMl2tTVwsZA,2014-01-15T13:00:03Z,MR. PEABODY &amp; SHERMAN - Official Trailer,6970644.0,57.0,13451.0,1788.0,True
tt1253863,300: Rise of an Empire,2014-03-07,2zqy21Z29ps,2013-06-12T23:30:08Z,300: Rise of an Empire - Official Trailer 1 [HD],17565820.0,17512.0,55581.0,2617.0,False
tt1253863,300: Rise of an Empire,2014-03-07,jGEERBDelH8,2013-12-04T18:00:03Z,300: Rise of an Empire - Official Trailer 2 [HD],5920801.0,2318.0,16865.0,919.0,False
tt1253863,300: Rise of an Empire,2014-03-07,G3Rzy7YqUVU,2014-01-20T18:00:01Z,300: Rise of an Empire - Official Trailer 3 [HD],4777061.0,1869.0,12378.0,692.0,False
tt2278388,The Grand Budapest Hotel,2014-03-07,1Fg5iWmQjwk,2013-10-17T14:00:42Z,THE GRAND BUDAPEST HOTEL - Official Wolrdwide Trailer HD,12222094.0,3039.0,48126.0,1200.0,False
tt2369135,Need for Speed,2014-03-14,fsrJWUVoXeM,2013-09-25T15:57:07Z,Need for Speed Official Trailer (HD) Aaron Paul,15253600.0,15032.0,53818.0,4279.0,False
tt2369135,Need for Speed,2014-03-14,u3wtVI-aJuw,2013-09-25T16:10:13Z,Need For Speed Official Trailer #1 (2014) - Aaron Paul Movie HD,3039532.0,2338.0,15719.0,820.0,False
tt2369135,Need for Speed,2014-03-14,xsKHweFi7AU,2013-11-14T20:23:49Z,Need for Speed Rivals - Launch Trailer,5209962.0,1539.0,19069.0,893.0,False
tt2465140,The Single Moms Club,2014-03-14,lJrgG70shBA,2013-12-11T18:30:29Z,"The Single Moms Club Official Trailer #1 (2014) - Tyler Perry, Terry Crews Movie HD",1537959.0,229.0,10000.0,361.0,False
tt2465140,The Single Moms Club,2014-03-14,WQNOvfixtpo,2013-12-12T18:00:24Z,Tyler Perry&#39;s The Single Moms Club (2014) - Official Trailer #1,1499175.0,539.0,3777.0,357.0,False
tt2465140,The Single Moms Club,2014-03-14,I1FAVqV-Zis,2013-12-28T11:28:59Z,The Single Moms Club | Trailer US (2014) Tyler Perry Nia Long,210110.0,34.0,507.0,35.0,False
tt1840309,Divergent,2014-03-21,sutgWjz10sM,2013-11-13T16:34:38Z,DIVERGENT - Trailer - Official [HD] - 2014,36251869.0,13939.0,119543.0,4567.0,False
tt1840309,Divergent,2014-03-21,336qJITnDi0,2014-02-03T23:18:28Z,DIVERGENT - Final Theatrical Trailer - Official [HD] - 2014,6685913.0,1903.0,18875.0,633.0,False
tt2281587,Muppets Most Wanted,2014-03-21,Vcw2Aje5KU0,2013-08-06T16:02:02Z,Official Teaser Trailer | Muppets Most Wanted | The Muppets,2362251.0,1182.0,6385.0,811.0,False
tt2281587,Muppets Most Wanted,2014-03-21,DQiGyBiNjLI,2013-11-21T17:22:41Z,Official Trailer | Muppets Most Wanted | The Muppets,3944838.0,918.0,8319.0,719.0,False
tt2281587,Muppets Most Wanted,2014-03-21,HXppfX-mBsE,2014-02-28T08:00:02Z,The Muppets - We&#39;re Doing a Sequel (from &quot;Muppets Most Wanted&quot;) (Trailer),1671708.0,0.0,8726.0,504.0,True
tt2528814,God's Not Dead,2014-03-21,8eFlAY0D0ho,2013-10-28T19:38:30Z,Movie Trailer: God&#39;s Not Dead,654621.0,1992.0,3931.0,2637.0,False
tt2528814,God's Not Dead,2014-03-21,2sXL6e7s5mg,2014-02-11T16:30:01Z,Gods Not Dead | Trailer #2 US (2014) Willie Robertson Kevin Sorbo,316313.0,977.0,1565.0,317.0,False
tt2528814,God's Not Dead,2014-03-21,Mqf5gAYcFWs,2014-02-25T18:40:09Z,God&#39;s Not Dead | Official Trailer #3,815846.0,2171.0,4837.0,1093.0,False
tt1742334,Sabotage,2014-03-28,8HDArXZgrsE,2013-11-22T18:12:44Z,Sabotage Official Trailer #1 (2014) - Arnold Schwarzenegger Movie HD,4258672.0,835.0,7940.0,569.0,False
tt1742334,Sabotage,2014-03-28,7Kl3JiZGlLc,2013-12-21T03:21:11Z,Sabotage Official Trailer #2 (2014) - Arnold Schwarzenegger Action Movie HD,473771.0,206.0,2146.0,118.0,False
tt1959490,Noah,2014-03-28,6qmj5mhDwJQ,2013-11-14T16:09:39Z,"Noah Official Trailer #1 (2014) - Russell Crowe, Emma Watson Movie HD",15693889.0,14615.0,48034.0,4567.0,False
tt1843866,Captain America: The Winter Soldier,2014-04-04,7SlILk2WMTI,2014-02-02T23:12:00Z,Marvel&#39;s Captain America: The Winter Soldier - Trailer 2 (OFFICIAL),30904941.0,10426.0,106935.0,3710.0,False
tt2223990,Draft Day,2014-04-11,K3SlVsdUuBY,2013-12-24T02:00:01Z,DRAFT DAY - Official Theatrical TRAILER [HD] - 2014,3926657.0,583.0,2521.0,295.0,False
tt2223990,Draft Day,2014-04-11,xpvInmz-EJM,2013-12-24T03:19:02Z,"Draft Day Official Trailer #1 (2014) - Kevin Costner, Jennifer Garner Movie HD",660871.0,212.0,1486.0,166.0,False
tt2357291,Rio 2,2014-04-11,hUWsKkMKZBc,2013-05-15T16:02:04Z,Rio 2 | Teaser Trailer | Fox Family Entertainment,1898624.0,2.0,4393.0,502.0,True
tt2357291,Rio 2,2014-04-11,leJuOObuCxM,2013-10-02T16:13:26Z,Rio 2 Official Trailer #1 (2014) - Jamie Foxx Animated Sequel HD,5351489.0,1049.0,14094.0,1210.0,False
tt2357291,Rio 2,2014-04-11,-zA9OvpAGkQ,2013-12-12T18:49:50Z,"Rio 2 TRAILER 2 (2014) - Tracy Morgan, Anne Hathaway Animated Sequel HD",2308097.0,266.0,4459.0,508.0,False
tt2388715,Oculus,2014-04-11,BXmqMjdkZYk,2014-01-24T21:01:39Z,Oculus Teaser Trailer #1 (2014) - Horror Movie HD,1337596.0,405.0,3360.0,385.0,False
tt2388715,Oculus,2014-04-11,dYJrxezWLUk,2014-03-05T17:43:58Z,Oculus Official Trailer #1 (2014) - Karen Gillan Horror Movie HD,10912949.0,3228.0,29132.0,1709.0,False
tt2388715,Oculus,2014-04-11,grVqGQWEOpQ,2014-03-05T18:12:32Z,OCULUS Trailer # 2 [Horror - Movie Trailer HD],1218421.0,146.0,2654.0,178.0,False
tt1929263,Heaven Is for Real,2014-04-16,N-ewaCVARtM,2013-11-15T00:32:26Z,HEAVEN IS FOR REAL - Official Trailer,7598128.0,8550.0,51999.0,2761.0,False
tt1929263,Heaven Is for Real,2014-04-16,Hn_bRrxIGY8,2013-11-15T02:03:03Z,Heaven is for Real Official Trailer #1 (2014) - Greg Kinnear Movie HD,1214739.0,1884.0,7589.0,667.0,False
tt1929263,Heaven Is for Real,2014-04-16,mydh4MEo2B0,2013-11-15T04:34:01Z,Heaven Is For Real Trailer 2014 Movie - Official [HD],3464275.0,3171.0,15129.0,948.0,False
tt2209764,Transcendence,2014-04-18,VCTen3-B8GU,2013-12-21T03:03:48Z,Transcendence Official Trailer #1 (2014) - Johnny Depp Sci-Fi Movie HD,16810121.0,5444.0,47507.0,1873.0,False
tt2209764,Transcendence,2014-04-18,QheoYw1BKJ4,2014-02-12T00:33:08Z,Transcendence - Official Trailer 2 [HD],2624278.0,714.0,4178.0,221.0,False
tt2458776,Bears,2014-04-18,a6gHj0bHmg8,2013-08-15T15:51:44Z,Disneynature&#39;s Bears - Official Trailer,1066653.0,316.0,3354.0,188.0,False
tt2828996,A Haunted House 2,2014-04-18,CCIgx7j7teM,2013-11-21T20:10:23Z,A Haunted House 2 Official Trailer #1 (2014) - Marlon Wayans Movie HD,4362263.0,1034.0,16058.0,859.0,False
tt2828996,A Haunted House 2,2014-04-18,eDyh9YloMVk,2014-01-15T19:50:16Z,A Haunted House 2 Official Trailer #2 (2014) - Marlon Wayans Movie HD,5728915.0,1760.0,23008.0,1204.0,False
tt1430612,Brick Mansions,2014-04-25,4CzcsN4k9FM,2014-02-12T14:01:44Z,BRICK MANSIONS - Official Trailer - In Theaters April 25,5621710.0,2014.0,17360.0,651.0,False
tt1430612,Brick Mansions,2014-04-25,WwkUQrIBLCY,2014-02-12T15:57:46Z,Brick Mansions Official Trailer #1 (2014) - Paul Walker Action Movie HD,2624197.0,1079.0,8497.0,325.0,False
tt1430612,Brick Mansions,2014-04-25,EhFZ4jAD_fU,2014-03-21T06:58:18Z,Brick Mansions - Trailer #2 - In Theaters April 25,4963934.0,1039.0,7890.0,1172.0,False
tt2203939,The Other Woman,2014-04-25,juxTC7hYGTE,2013-12-19T18:02:56Z,The Other Woman Official Trailer #1 (2014) - Nicki Minaj Comedy Movie HD,15585911.0,4021.0,94648.0,3438.0,False
tt2203939,The Other Woman,2014-04-25,BlHMHLuJWbo,2013-12-20T18:00:01Z,The Other Woman | Official Trailer [HD] | 20th Century FOX,3298856.0,313.0,6160.0,651.0,False
tt2235779,The Quiet Ones,2014-04-25,1GNyQusclgw,2014-01-16T17:00:07Z,The Quiet Ones (2014) - Official Trailer #1,3113627.0,1092.0,7423.0,544.0,False
tt2235779,The Quiet Ones,2014-04-25,oLG6e6jPWFk,2014-01-17T17:00:02Z,The Quiet Ones Official Trailer #1 (2014) - Jared Harris Horror Movie HD,1181951.0,282.0,4181.0,263.0,False
tt2235779,The Quiet Ones,2014-04-25,Lw3WfopRz_g,2014-03-13T17:00:00Z,The Quiet Ones (2014) - Official Trailer #2,2680680.0,320.0,414.0,1858.0,False
tt1872181,The Amazing Spider-Man 2,2014-05-02,nbp3Ra3Yp74,2013-12-05T13:26:27Z,THE AMAZING SPIDER-MAN 2 - Official Trailer (HD),37828229.0,23816.0,140079.0,9711.0,False
tt1872181,The Amazing Spider-Man 2,2014-05-02,DlM2CWNTQ84,2014-03-19T13:01:28Z,The AMAZING SPIDER-MAN 2 - Official Trailer #2 (HD),16442279.0,13307.0,80084.0,3875.0,False
tt2404181,Belle,2014-05-02,9Qx90wdRD2I,2013-10-15T17:57:49Z,"Belle Official Trailer #1 (2013) - Tom Felton, Matthew Goode Drama HD",5102347.0,1671.0,57136.0,659.0,False
tt2404181,Belle,2014-05-02,cJ3VUbfJWD0,2013-10-15T20:54:33Z,BELLE Movie Trailer,522125.0,243.0,2804.0,78.0,False
tt0884726,Legends of Oz: Dorothy's Return,2014-05-09,szwGX6Cix3k,2014-03-04T09:15:49Z,Legends of Oz: Dorothy&#39;s Return Official Trailer (2014) HD,219433.0,0.0,403.0,124.0,True
tt0884726,Legends of Oz: Dorothy's Return,2014-05-09,HN7xNSNsWGA,2014-03-04T14:58:17Z,"Legends Of Oz: Dorothy&#39;s Return Official Trailer #2 (2014) - Lea Michele, Hugh Dancy Movie HD",1056908.0,602.0,2188.0,1145.0,False
tt0884726,Legends of Oz: Dorothy's Return,2014-05-09,SeRGyBCjL78,2014-03-20T12:34:49Z,Legends of Oz: Dorothy&#39;s Return UK Theatrical Trailer (2014),268441.0,3.0,111.0,17.0,True
tt2004420,Neighbors,2014-05-09,KrAf5ALLxGI,2013-10-23T15:07:48Z,Neighbors - Trailer,2226409.0,144.0,5133.0,359.0,False
tt2004420,Neighbors,2014-05-09,kL5c2szf3E4,2013-12-18T18:47:36Z,"Neighbors Official Trailer #3 (2014) - Zac Efron, Seth Rogen Movie HD",17972661.0,2697.0,56162.0,1892.0,False
tt2883512,Chef,2014-05-09,FF_rYNupPwg,2014-04-07T17:09:40Z,"Chef Official Trailer #1 (2014) - Scarlett Johansson, Robert Downey Jr. Movie HD",5875631.0,2006.0,38886.0,983.0,False
tt2883512,Chef,2014-05-09,mLuixZwiIdU,2014-04-07T17:12:34Z,"Chef TRAILER 1 (2014) - Robert Downey Jr., Jon Favreau Movie HD",1652816.0,867.0,6628.0,170.0,False
tt2883512,Chef,2014-05-09,qK-ZUFX5fnk,2014-04-09T14:18:53Z,Chef - Trailer HD (2014) - Jon Favreau Movie,699050.0,174.0,2538.0,92.0,False
tt3014666,Moms' Night Out,2014-05-09,Q2gnLXW7X-0,2014-02-12T02:02:01Z,"Mom&#39;s Night Out Official Trailer (2014) - Trace Adkins, Patricia Heaton Movie HD",6141464.0,723.0,18558.0,1064.0,False
tt3014666,Moms' Night Out,2014-05-09,wjxFYs3cX_Y,2014-02-12T15:25:23Z,Mom&#39;s Night Out Official Trailer (2014) HD,819681.0,93.0,847.0,105.0,False
tt3014666,Moms' Night Out,2014-05-09,1tH2y1KzzC0,2014-04-05T17:30:01Z,MOM&#39;S NIGHT OUT Trailer (Comedy - Movie Trailer HD),1525526.0,117.0,2787.0,201.0,False
tt0831387,Godzilla,2014-05-16,QjKO10hKtYw,2013-12-10T18:00:02Z,Godzilla - Official Teaser Trailer [HD],18031726.0,13349.0,78969.0,2826.0,False
tt0831387,Godzilla,2014-05-16,vIu85WQTPRc,2014-02-25T18:00:01Z,Godzilla - Official Main Trailer [HD],39379880.0,34536.0,158659.0,5878.0,False
tt0831387,Godzilla,2014-05-16,GjMuvAHgx5E,2014-02-25T18:08:31Z,GODZILLA Original Movie Trailer,22142223.0,2443.0,80602.0,6719.0,False
tt1647668,Million Dollar Arm,2014-05-16,lEtNIoPxcq8,2013-12-23T18:40:41Z,Million Dollar Arm Official Trailer #1 (2014) - Jon Hamm Baseball Movie HD,2393672.0,535.0,9247.0,300.0,False
tt1647668,Million Dollar Arm,2014-05-16,mvFm-RWxZS8,2013-12-24T15:00:03Z,Million Dollar Arm Official Trailer,1274091.0,294.0,1828.0,173.0,False
tt1647668,Million Dollar Arm,2014-05-16,nl4QeQzIkOM,2013-12-26T21:21:43Z,Million Dollar Arm | Trailer US (2014),823396.0,248.0,1474.0,58.0,False
tt1086772,Blended,2014-05-23,V6cKLTmDB-k,2013-12-18T00:30:19Z,Blended - Official Trailer 1 [HD],2147403.0,361.0,3353.0,584.0,False
tt1086772,Blended,2014-05-23,8MuWt2X59fo,2013-12-18T00:48:01Z,"Blended Official Trailer #1 (2014) - Adam Sandler, Drew Barrymore Comedy HD",12436597.0,2352.0,42683.0,2721.0,False
tt1086772,Blended,2014-05-23,_w168vuhjRo,2014-04-04T00:00:31Z,Blended - Official Trailer 2 [HD],1773251.0,297.0,2965.0,214.0,False
tt1877832,X-Men: Days of Future Past,2014-05-23,pK2zYHWDZKo,2013-10-29T12:45:12Z,X-MEN: DAYS OF FUTURE PAST - Official Trailer (2014),36168519.0,27023.0,139732.0,6447.0,False
tt1877832,X-Men: Days of Future Past,2014-05-23,6acRHWnfZAE,2014-03-24T12:55:31Z,X-Men: Days of Future Past | Official Trailer 2 [HD] | 20th Century FOX,18885679.0,8504.0,70170.0,2397.0,False
tt1877832,X-Men: Days of Future Past,2014-05-23,gsjtg7m1MMM,2014-04-16T02:56:00Z,X-Men: Days of Future Past | Official Trailer 3 [HD] | 20th Century FOX,21192789.0,7654.0,57602.0,2660.0,False
tt1587310,Maleficent,2014-05-30,_pgmFAOgm5E,2014-01-27T02:39:36Z,Disney&#39;s Maleficent - &quot;Dream&quot; Trailer,17807209.0,6824.0,64764.0,2527.0,False
tt1587310,Maleficent,2014-05-30,w-XO4XiRop0,2014-03-18T17:30:06Z,Disney&#39;s Maleficent - Official Trailer 3,20035259.0,6010.0,58869.0,2936.0,False
tt2557490,A Million Ways to Die in the West,2014-05-30,CXxqG4aqwY4,2014-01-30T17:56:44Z,A Million Ways To Die In The West Official Red Band Trailer #1 (2014) - Seth MacFarlane Movie HD,5952308.0,2323.0,24426.0,1137.0,False
tt2557490,A Million Ways to Die in the West,2014-05-30,LhmP8UYtipA,2014-02-02T21:02:22Z,A Million Ways To Die In The West Official Trailer #1 (2014) - Seth MacFarlane Movie HD,3606939.0,856.0,11956.0,562.0,False
tt2557490,A Million Ways to Die in the West,2014-05-30,gVfvGKol8Ns,2014-02-04T16:50:03Z,A Million Ways To Die In The West - Trailer (Online),1650382.0,197.0,2629.0,180.0,False
tt1631867,Edge of Tomorrow,2014-06-06,vw61gCe2oqI,2013-12-11T18:00:37Z,Edge of Tomorrow - Official Trailer 1 [HD],15199028.0,8842.0,45132.0,2378.0,False
tt1631867,Edge of Tomorrow,2014-06-06,fLe_qO4AE-M,2013-12-11T18:00:43Z,"Edge Of Tomorrow Official Trailer #1 (2014) - Tom Cruise, Emily Blunt Movie HD",16778581.0,5191.0,32887.0,1944.0,False
tt1631867,Edge of Tomorrow,2014-06-06,yUmSVcttXnI,2014-03-25T17:00:09Z,Edge of Tomorrow - Official Main Trailer [HD],7331430.0,2730.0,18256.0,675.0,False
tt2582846,The Fault in Our Stars,2014-06-06,9ItBvH5J6ss,2014-01-29T17:45:00Z,The Fault In Our Stars | Official Trailer [HD] | 20th Century FOX,41798235.0,36271.0,460605.0,5993.0,False
tt1646971,How to Train Your Dragon 2,2014-06-13,68AqHwgk2s8,2013-07-12T16:45:50Z,HOW TO TRAIN YOUR DRAGON 2 - Official Teaser Trailer,10204823.0,,48203.0,1427.0,True
tt1646971,How to Train Your Dragon 2,2014-06-13,2BP38770KNo,2013-12-19T09:30:02Z,How To Train Your Dragon 2 Official Trailer #1 (2014) - Animation Sequel HD,2632494.0,1224.0,17633.0,354.0,False
tt1646971,How to Train Your Dragon 2,2014-06-13,WCWJL6D1SZA,2013-12-20T14:00:05Z,HOW TO TRAIN YOUR DRAGON 2 - Official Trailer,1241968.0,306.0,6813.0,238.0,True
tt2294449,22 Jump Street,2014-06-13,06rvPK8ydZo,2013-12-16T17:29:08Z,22 Jump Street - Official Red Band Trailer,3816000.0,1749.0,30737.0,731.0,False
tt2294449,22 Jump Street,2014-06-13,v9S_dYuq0vE,2013-12-19T16:15:32Z,22 JUMP STREET Trailer (Movie Trailer HD),8694308.0,1607.0,27494.0,991.0,False
tt2294449,22 Jump Street,2014-06-13,qP755JkDxyM,2014-04-10T03:39:24Z,22 Jump Street - Final Red Band Trailer (Official),6628485.0,2805.0,57947.0,2320.0,False
tt1742044,Jersey Boys,2014-06-20,DbURfiUWVtg,2014-04-17T23:30:09Z,Jersey Boys - HD Movie Trailer - Official Warner Bros. UK,563314.0,132.0,1300.0,47.0,False
tt1742044,Jersey Boys,2014-06-20,tL2iILHUsG0,2014-04-18T00:12:57Z,"Jersey Boys Official Trailer #1 (2014) - Clint Eastwood, Christopher Walken Movie HD",1767748.0,574.0,5415.0,162.0,False
tt1742044,Jersey Boys,2014-06-20,6tC1yOUvvMo,2014-04-18T23:18:54Z,Jersey Boys - Official Trailer [HD],950582.0,55.0,1273.0,49.0,False
tt2239832,Think Like a Man Too,2014-06-20,N8b6kVSZNLE,2014-02-13T03:32:24Z,THINK LIKE A MAN TOO - Official Trailer (HD),10234807.0,1838.0,28251.0,3383.0,False
