Year,Rank,Title,tt_id,rl_id,release_date,company,mpaa,genres,runtime,director,actors,budget,bo_opening,bo_gross,imdb_score
2005,21,Flightplan,tt0408790,rl877823489,2005-09-23,Walt Disney Studios,PG-13,"Drama,Mystery,Thriller",98,Robert Schwentke,"Jodie Foster,Peter Sarsgaard,Sean Bean,Kate Beahan",55.0,24.629938,89.707299,6.3
2005,22,Saw II,tt0432348,rl2322564609,2005-10-28,Lionsgate,R,"Horror,Mystery",93,Darren Lynn Bousman,"Donnie Wahlberg,Beverley Mitchell,Franky G,Emmanuelle Vaugier",4.0,31.725652,87.039965,6.6
2005,23,Monster-in-Law,tt0369735,rl1885701633,2005-05-13,New Line Cinema,PG-13,"Comedy,Romance",101,Robert Luketic,"Jennifer Lopez,Michael Vartan,Jane Fonda,Wanda Sykes",43.0,24.0,82.931301,5.6
2005,24,Are We There Yet?,tt0368578,rl1145210369,2005-01-21,Revolution Studios,PG,"Adventure,Comedy,Family,Fantasy,Romance",95,Brian Levant,"Ice Cube,Nia Long,Aleisha Allen,Philip Bolden",32.0,18.575214,82.674398,4.7
2005,25,The Dukes of Hazzard,tt0377818,rl3947791873,2005-08-05,Warner Bros.,PG-13,Comedy,104,Jay Chandrasekhar,"Seann William Scott,Johnny Knoxville,Jessica Simpson,Alice Greczyn",50.0,30.675314,80.270227,5.1
2005,27,March of the Penguins,tt0428803,rl1818461697,2005-06-24,Warner Independent Pictures (WIP),,"Documentary,Family",80,Luc Jacquet,"Morgan Freeman,Charles Berling,Romane Bohringer,Jules Sitruk",8.0,0.137492,77.437223,7.5
2005,28,The Ring Two,tt0377109,rl493651457,2005-03-18,DreamWorks Distribution,PG-13,"Horror,Mystery",110,Hideo Nakata,"Naomi Watts,David Dorfman,Sissy Spacek,Simon Baker",50.0,35.065237,76.231249,5.4
2005,29,Constantine,tt0360486,rl3511322113,2005-02-18,Warner Bros.,R,"Action,Fantasy,Horror,Mystery",121,Francis Lawrence,"Keanu Reeves,Rachel Weisz,Djimon Hounsou,Shia LaBeouf",100.0,29.769098,75.976178,7.0
2005,30,The Exorcism of Emily Rose,tt0404032,rl1548781057,2005-09-09,Screen Gems,PG-13,"Drama,Horror,Thriller",119,Scott Derrickson,"Laura Linney,Tom Wilkinson,Shohreh Aghdashloo,Campbell Scott",19.0,30.0543,75.072454,6.7
2005,31,Four Brothers,tt0430105,rl2941421057,2005-08-12,Paramount Pictures,R,"Action,Crime,Drama,Mystery,Thriller",109,John Singleton,"Mark Wahlberg,Tyrese Gibson,André Benjamin,Garrett Hedlund",45.0,21.176925,74.494381,6.8
2005,32,Sin City,tt0401792,rl3027338753,2005-04-01,Dimension Films,R,"Crime,Thriller",124,Frank Miller,"Mickey Rourke,Clive Owen,Bruce Willis,Jessica Alba",40.0,28.1,74.10382,8.0
2005,33,The Interpreter,tt0373926,rl693798401,2005-04-22,Universal Pictures,PG-13,"Crime,Mystery,Thriller",128,Sydney Pollack,"Nicole Kidman,Sean Penn,Catherine Keener,Jesper Christensen",80.0,22.822455,72.708161,6.4
2005,34,Guess Who,tt0372237,rl2404877825,2005-03-25,Sony Pictures Releasing,PG-13,"Comedy,Romance",105,Kevin Rodney Sullivan,"Ashton Kutcher,Bernie Mac,Zoe Saldana,Judith Scott",35.0,20.671446,68.915888,5.9
2005,35,Sahara,tt0318649,rl2121238017,2005-04-08,Paramount Pictures,PG-13,"Action,Adventure,Comedy,Thriller",124,Breck Eisner,"Matthew McConaughey,Penélope Cruz,Steve Zahn,Jude Akuwudike",130.0,18.068372,68.671925,6.0
2005,36,Coach Carter,tt0393162,rl2118813185,2005-01-14,Paramount Pictures,PG-13,"Biography,Drama,Sport",136,Thomas Carter,"Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,Rob Brown",30.0,24.182961,67.264877,7.3
2005,37,Herbie Fully Loaded,tt0400497,rl358188545,2005-06-22,Walt Disney Studios,,"Adventure,Comedy,Family,Fantasy,Romance,Sport",101,Angela Robinson,"Lindsay Lohan,Michael Keaton,Cheryl Hines,Breckin Meyer",50.0,12.709221,66.023816,4.8
2005,38,The Amityville Horror,tt0384806,rl2185463297,2005-04-15,Metro-Goldwyn-Mayer (MGM),R,Horror,90,Andrew Douglas,"Ryan Reynolds,Melissa George,Jimmy Bennett,Jesse James",19.0,23.507007,65.233369,6.0
2005,39,Sky High,tt0405325,rl4017194497,2005-07-29,Walt Disney Studios,PG,"Adventure,Comedy,Family,Sci-Fi",100,Mike Mitchell,"Kurt Russell,Kelly Preston,Michael Angarano,Danielle Panabaker",35.0,14.631784,63.946815,6.2
2005,40,Bewitched,tt0374536,rl3510928897,2005-06-24,Sony Pictures Releasing,PG-13,"Comedy,Fantasy,Romance",102,Nora Ephron,"Nicole Kidman,Will Ferrell,Shirley MacLaine,Michael Caine",85.0,20.13113,63.313159,4.8
2005,41,Jarhead,tt0418763,rl3646588417,2005-11-04,Universal Pictures,R,"Action,Biography,Drama,War",125,Sam Mendes,"Jake Gyllenhaal,Jamie Foxx,Lucas Black,Scott MacDonald",72.0,27.72621,62.65822,7.0
2005,42,Cinderella Man,tt0352248,rl4182476289,2005-06-03,Universal Pictures,PG-13,"Biography,Drama,History,Romance,Sport",144,Ron Howard,"Russell Crowe,Renée Zellweger,Craig Bierko,Paul Giamatti",88.0,18.320205,61.649911,8.0
2005,43,Red Eye,tt0421239,rl1869448705,2005-08-19,DreamWorks Distribution,PG-13,Thriller,85,Wes Craven,"Rachel McAdams,Cillian Murphy,Brian Cox,Laura Johnson",26.0,16.167662,57.891803,6.4
2005,44,White Noise,tt0375210,rl209421825,2005-01-07,Universal Pictures,PG-13,"Drama,Horror,Mystery,Thriller",101,Geoffrey Sax,"Michael Keaton,Deborah Kara Unger,Ian McNeice,Chandra West",10.0,24.113565,56.386759,5.5
2005,45,Be Cool,tt0377471,rl2101642753,2005-03-04,Metro-Goldwyn-Mayer (MGM),PG-13,"Comedy,Crime,Drama,Music,Romance",118,F. Gary Gray,"John Travolta,Uma Thurman,Dwayne Johnson,Vince Vaughn",53.0,23.450212,56.046979,5.6
2005,46,Wallace & Gromit: The Curse of the Were-Rabbit,tt0312004,rl3782837761,2005-10-05,DreamWorks Distribution,,"Adventure,Animation,Comedy,Family,Fantasy,Horror,Mystery,Sci-Fi",85,Steve Box,"Peter Sallis,Helena Bonham Carter,Ralph Fiennes,Peter Kay",30.0,16.025987,56.110897,7.4
2005,47,Fun with Dick and Jane,tt0369441,rl1985316353,2005-12-21,Sony Pictures Releasing,PG-13,"Comedy,Crime",90,Dean Parisot,"Jim Carrey,Téa Leoni,Alec Baldwin,Richard Jenkins",100.0,14.383515,110.332737,6.2
2005,48,Crash,tt0375679,rl1817019905,2005-05-06,Lionsgate,R,"Crime,Drama,Thriller",112,Paul Haggis,"Don Cheadle,Sandra Bullock,Thandie Newton,Karina Arroyave",6.5,9.107071,54.5803,7.7
2005,49,Corpse Bride,tt0121164,rl458065409,2005-09-16,Warner Bros.,PG,"Animation,Drama,Family,Fantasy,Musical,Romance",77,Tim Burton,"Johnny Depp,Helena Bonham Carter,Emily Watson,Tracey Ullman",40.0,0.388166,53.359111,7.3
2005,50,Kicking & Screaming,tt0384642,rl140281345,2005-05-13,Universal Pictures,PG,"Comedy,Family,Romance,Sport",95,Jesse Dylan,"Will Ferrell,Robert Duvall,Josh Hutcherson,Mike Ditka",45.0,20.159925,52.842724,5.6
2005,51,Hide and Seek,tt0382077,rl1532593665,2005-01-28,Twentieth Century Fox,R,"Drama,Horror,Mystery,Thriller",101,John Polson,"Robert De Niro,Dakota Fanning,Famke Janssen,Elisabeth Shue",30.0,21.959233,51.100486,6.0
2005,52,The Hitchhiker's Guide to the Galaxy,tt0371724,rl2656667137,2005-04-29,Walt Disney Studios,PG,"Adventure,Comedy,Sci-Fi",109,Garth Jennings,"Martin Freeman,Yasiin Bey,Sam Rockwell,Zooey Deschanel",50.0,21.103203,51.085416,6.8
2005,54,Diary of a Mad Black Woman,tt0422093,rl1214285313,2005-02-25,Lionsgate,PG-13,"Comedy,Drama,Romance",116,Darren Grant,"Kimberly Elise,Steve Harris,Tyler Perry,Cicely Tyson",5.5,21.905089,50.633099,5.8
2005,55,"Yours, Mine & Ours",tt0443295,rl3933898241,2005-11-23,Paramount Pictures,PG,"Comedy,Family,Fantasy,Romance",88,Raja Gosnell,"Dennis Quaid,Rene Russo,Jerry O'Connell,Sean Faris",45.0,17.461108,53.412862,5.5
2005,56,Racing Stripes,tt0376105,rl2372568577,2005-01-14,Warner Bros.,PG,"Adventure,Comedy,Drama,Family,Sport",102,Frederik Du Chau,"Frankie Muniz,David Spade,Snoop Dogg,Bruce Greenwood",30.0,13.920052,49.772522,5.2
2005,57,Miss Congeniality 2: Armed & Fabulous,tt0385307,rl3865216513,2005-03-24,Warner Bros.,PG-13,"Action,Comedy,Crime",115,John Pasquin,"Sandra Bullock,Regina King,William Shatner,Enrique Murciano",45.0,14.043215,48.478006,5.1
2005,58,Just Like Heaven,tt0425123,rl4217210369,2005-09-16,DreamWorks Distribution,PG-13,"Comedy,Drama,Fantasy,Romance",95,Mark Waters,"Reese Witherspoon,Mark Ruffalo,Donal Logue,Dina Spybey-Waters",58.0,16.408718,48.31813,6.7
2005,59,The Skeleton Key,tt0397101,rl4218521089,2005-08-12,Universal Pictures,PG-13,"Drama,Horror,Mystery,Thriller",104,Iain Softley,"Kate Hudson,Peter Sarsgaard,Joy Bryant,Gena Rowlands",43.0,16.057945,47.907715,6.5
2005,60,Kingdom of Heaven,tt0320661,rl1448904193,2005-05-06,Twentieth Century Fox,R,"Action,Adventure,Drama,History,War",144,Ridley Scott,"Orlando Bloom,Eva Green,Liam Neeson,Martin Hancock",130.0,19.635996,47.398413,7.2
2005,61,Boogeyman,tt0357507,rl1078363649,2005-02-04,Screen Gems,PG-13,"Drama,Horror,Mystery,Thriller",89,Stephen Kay,"Barry Watson,Emily Deschanel,Lucy Lawless,Skye McCole Bartusiak",20.0,19.020655,46.752382,4.2
2005,62,Cheaper by the Dozen 2,tt0452598,rl256607745,2005-12-21,Twentieth Century Fox,PG,"Adventure,Comedy,Family",94,Adam Shankman,"Steve Martin,Bonnie Hunt,Hilary Duff,Eugene Levy",60.0,9.309387,82.571173,5.5
2005,64,The Legend of Zorro,tt0386140,rl696092161,2005-10-28,Sony Pictures Releasing,PG,"Action,Adventure,Romance,Thriller,Western",129,Martin Campbell,"Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell,Alberto Reyes",75.0,16.328506,46.464023,6.0
2005,65,Must Love Dogs,tt0417001,rl627344897,2005-07-29,Warner Bros.,PG-13,"Comedy,Romance",98,Gary David Goldberg,"Diane Lane,John Cusack,Elizabeth Perkins,Christopher Plummer",30.0,12.855321,43.894863,5.9
2005,66,Transporter 2,tt0388482,rl2910291457,2005-09-02,Twentieth Century Fox,PG-13,"Action,Thriller",87,Louis Leterrier,"Jason Statham,Amber Valletta,Kate Nauta,Alessandro Gassmann",32.0,16.54072,43.095856,6.3
2005,68,The Family Stone,tt0356680,rl4082140673,2005-12-16,Twentieth Century Fox,PG-13,"Comedy,Drama,Romance",103,Thomas Bezucha,"Dermot Mulroney,Sarah Jessica Parker,Claire Danes,Diane Keaton",18.0,12.521027,60.062868,6.3
2005,69,The Adventures of Sharkboy and Lavagirl 3-D,tt0424774,rl3916334593,2005-06-10,Dimension Films,PG,"Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",93,Robert Rodriguez,"Cayden Boyd,George Lopez,Kristin Davis,David Arquette",50.0,12.5,39.177684,3.5
2005,70,The Sisterhood of the Traveling Pants,tt0403508,rl2322695681,2005-06-01,Warner Bros.,PG,"Comedy,Drama,Romance",119,Ken Kwapis,"Amber Tamblyn,Alexis Bledel,America Ferrera,Blake Lively",25.0,9.83334,39.053061,6.5
2005,72,The Brothers Grimm,tt0355295,rl1414104577,2005-08-26,Dimension Films,PG-13,"Action,Adventure,Comedy,Fantasy,Horror,Mystery,Thriller",118,Terry Gilliam,"Matt Damon,Heath Ledger,Monica Bellucci,Petr Ratimec",88.0,15.093,37.916267,5.9
2005,74,Syriana,tt0365737,rl108365313,2005-11-23,Warner Bros.,R,"Drama,Thriller",128,Stephen Gaghan,"George Clooney,Matt Damon,Amanda Peet,Kayvan Novak",50.0,0.374502,50.82462,6.9
2005,75,The Island,tt0399201,rl1314555393,2005-07-22,DreamWorks Distribution,PG-13,"Action,Sci-Fi,Thriller",136,Michael Bay,"Scarlett Johansson,Ewan McGregor,Djimon Hounsou,Steve Buscemi",126.0,12.40907,35.818913,6.8
2005,76,Derailed,tt0398017,rl273647105,2005-11-11,The Weinstein Company,R,"Crime,Drama,Thriller",108,Mikael Håfström,"Clive Owen,Jennifer Aniston,Vincent Cassel,Addison Timlin",22.0,12.211986,36.024076,6.6
2005,77,Hostage,tt0340163,rl291014145,2005-03-11,Miramax,R,"Action,Crime,Drama,Thriller",113,Florent-Emilio Siri,"Bruce Willis,Kevin Pollak,Serena Scott Thomas,Jimmy Bennett",52.0,9.8,34.639939,6.6
2005,79,The Constant Gardener,tt0387131,rl3544876545,2005-08-31,Focus Features,R,"Drama,Mystery,Romance,Thriller",129,Fernando Meirelles,"Ralph Fiennes,Rachel Weisz,Danny Huston,Hubert Koundé",25.0,8.577,33.579797,7.4
2005,80,Pride & Prejudice,tt0414387,rl2389411329,2005-11-11,Focus Features,PG,"Drama,Romance",129,Joe Wright,"Keira Knightley,Matthew Macfadyen,Brenda Blethyn,Donald Sutherland",28.0,2.804,38.405088,7.8
2006,1,Pirates of the Caribbean: Dead Man's Chest,tt0383574,rl4083713537,2006-07-07,Walt Disney Studios,PG-13,"Action,Adventure,Fantasy",151,Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley,Jack Davenport",225.0,135.634554,423.315812,7.3
2006,2,Cars,tt0317219,rl1195935233,2006-06-09,Walt Disney Studios,,"Animation,Comedy,Family,Sport",117,John Lasseter,"Owen Wilson,Bonnie Hunt,Paul Newman,Larry the Cable Guy",120.0,60.119509,244.082982,7.1
2006,3,X-Men: The Last Stand,tt0376994,rl1484424705,2006-05-26,Twentieth Century Fox,PG-13,"Action,Adventure,Sci-Fi",104,Brett Ratner,"Patrick Stewart,Hugh Jackman,Halle Berry,Famke Janssen",210.0,102.750665,234.362462,6.7
2006,4,The Da Vinci Code,tt0382625,rl1632404993,2006-05-19,Sony Pictures Releasing,PG-13,"Mystery,Thriller",149,Ron Howard,"Tom Hanks,Audrey Tautou,Jean Reno,Ian McKellen",125.0,77.073388,217.536138,6.6
2006,5,Superman Returns,tt0348150,rl4067591681,2006-06-28,Warner Bros.,PG-13,"Action,Sci-Fi",154,Bryan Singer,"Brandon Routh,Kevin Spacey,Kate Bosworth,James Marsden",270.0,52.535096,200.081192,6.0
2006,6,Ice Age: The Meltdown,tt0438097,rl3294135809,2006-03-31,Twentieth Century Fox,PG,"Adventure,Animation,Comedy,Family,Fantasy",91,Carlos Saldanha,"Ray Romano,John Leguizamo,Denis Leary,Seann William Scott",80.0,68.033544,195.330621,6.8
2006,7,Happy Feet,tt0366548,rl2069267969,2006-11-17,Warner Bros.,PG,"Adventure,Animation,Comedy,Family,Music,Musical,Romance",108,George Miller,"Elijah Wood,Brittany Murphy,Hugh Jackman,Robin Williams",100.0,41.533432,198.000317,6.4
2006,8,Over the Hedge,tt0327084,rl1785300481,2006-05-19,DreamWorks,PG,"Adventure,Animation,Comedy,Family,Fantasy",83,Tim Johnson,"Bruce Willis,Garry Shandling,Steve Carell,Wanda Sykes",80.0,38.457003,155.01934,6.7
2006,9,Casino Royale,tt0381061,rl3428484609,2006-11-17,Sony Pictures Releasing,PG-13,"Action,Adventure,Thriller",144,Martin Campbell,"Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright",150.0,40.833156,167.44596,8.0
2006,10,Talladega Nights: The Ballad of Ricky Bobby,tt0415306,rl2422507009,2006-08-04,Sony Pictures Releasing,PG-13,"Comedy,Sport",108,Adam McKay,"Will Ferrell,John C. Reilly,Sacha Baron Cohen,Gary Cole",72.5,47.042215,148.213377,6.6
2006,11,Click,tt0389860,rl541754881,2006-06-23,Revolution Studios,PG-13,"Comedy,Drama,Fantasy,Romance",107,Frank Coraci,"Adam Sandler,Kate Beckinsale,Christopher Walken,David Hasselhoff",82.5,40.011365,137.355633,6.4
2006,12,Mission: Impossible III,tt0317919,rl1348634113,2006-05-05,Paramount Pictures,PG-13,"Action,Adventure,Thriller",126,J.J. Abrams,"Tom Cruise,Michelle Monaghan,Ving Rhames,Philip Seymour Hoffman",150.0,47.743273,134.029801,6.9
2006,13,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,tt0443453,rl2990966273,2006-11-03,Twentieth Century Fox,R,Comedy,84,Larry Charles,"Sacha Baron Cohen,Ken Davitian,Luenell,Chester",18.0,26.455463,128.505958,7.3
2006,14,The Devil Wears Prada,tt0458352,rl1481606657,2006-06-30,Twentieth Century Fox,PG-13,"Comedy,Drama",109,David Frankel,"Anne Hathaway,Meryl Streep,Adrian Grenier,Emily Blunt",35.0,27.537244,124.74046,6.9
2006,15,The Departed,tt0407887,rl508528129,2006-10-06,Warner Bros.,R,"Crime,Drama,Thriller",151,Martin Scorsese,"Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg",90.0,26.887467,132.384315,8.5
2006,16,The Break-Up,tt0452594,rl894010881,2006-06-02,Universal Pictures,PG-13,"Comedy,Drama,Romance",106,Peyton Reed,"Jennifer Aniston,Vince Vaughn,Jon Favreau,Joey Lauren Adams",52.0,39.172785,118.703275,5.8
2006,17,Night at the Museum,tt0477347,rl2103936513,2006-12-22,Twentieth Century Fox,PG,"Adventure,Comedy,Family,Fantasy",108,Shawn Levy,"Ben Stiller,Carla Gugino,Ricky Gervais,Dick Van Dyke",110.0,30.433781,250.863268,6.4
2006,18,The Pursuit of Happyness,tt0454921,rl1349158401,2006-12-15,Sony Pictures Releasing,PG-13,"Biography,Drama",117,Gabriele Muccino,"Will Smith,Thandie Newton,Jaden Smith,Brian Howe",55.0,26.541709,163.566459,8.0
2006,19,Scary Movie 4,tt0362120,rl4084172289,2006-04-14,Dimension Films,PG-13,"Comedy,Horror",83,David Zucker,"Anna Faris,Regina Hall,Craig Bierko,Bill Pullman",45.0,40.222875,90.71062,5.1
2006,20,Failure to Launch,tt0427229,rl2421196289,2006-03-10,Paramount Pictures,PG-13,"Comedy,Romance",97,Tom Dey,"Matthew McConaughey,Sarah Jessica Parker,Kathy Bates,Terry Bradshaw",50.0,24.411322,88.715192,5.6
2006,21,Inside Man,tt0454848,rl3394995713,2006-03-24,Universal Pictures,R,"Crime,Drama,Mystery,Thriller",129,Spike Lee,"Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer",45.0,28.954945,88.513495,7.6
2006,22,Open Season,tt0400717,rl3781592577,2006-09-29,Sony Pictures Releasing,PG,"Adventure,Animation,Comedy,Family,Fantasy",86,Roger Allers,"Ashton Kutcher,Martin Lawrence,Debra Messing,Gary Sinise",85.0,23.624548,85.105259,6.1
2006,23,The Santa Clause 3: The Escape Clause,tt0452681,rl1148159489,2006-11-03,Walt Disney Studios,G,"Adventure,Comedy,Family,Fantasy",97,Michael Lembeck,"Tim Allen,Martin Short,Elizabeth Mitchell,Eric Lloyd",12.0,19.504038,84.500122,4.7
2006,25,The Pink Panther,tt0383216,rl2355660289,2006-02-10,Sony Pictures Releasing,PG,"Adventure,Comedy,Crime,Family,Mystery",93,Shawn Levy,"Steve Martin,Kevin Kline,Jean Reno,Emily Mortimer",80.0,20.220412,82.226474,5.7
2006,26,Eight Below,tt0397313,rl205686273,2006-02-17,Walt Disney Studios,PG,"Adventure,Drama,Family",2,Frank Marshall,"Paul Walker,Jason Biggs,Bruce Greenwood,Moon Bloodgood",40.0,20.188176,81.612565,7.3
2006,27,Saw III,tt0489270,rl2339341825,2006-10-27,Lionsgate,R,"Horror,Mystery,Thriller",108,Darren Lynn Bousman,"Tobin Bell,Shawnee Smith,Angus Macfadyen,Bahar Soomekh",10.0,33.610391,80.238724,6.2
2006,28,Nacho Libre,tt0457510,rl3093595649,2006-06-16,Paramount Pictures,PG,"Comedy,Family,Sport",92,Jared Hess,"Jack Black,Ana de la Reguera,Héctor Jiménez,Darius Rose",35.0,28.309599,80.197993,5.7
2006,29,"You, Me and Dupree",tt0463034,rl2323285505,2006-07-14,Universal Pictures,PG-13,"Comedy,Romance",110,Anthony Russo,"Kate Hudson,Owen Wilson,Matt Dillon,Michael Douglas",54.0,21.52556,75.62811,5.6
2006,30,Monster House,tt0385880,rl2137359873,2006-07-21,Sony Pictures Releasing,PG,"Adventure,Animation,Comedy,Family,Fantasy,Mystery",91,Gil Kenan,"Mitchel Musso,Sam Lerner,Spencer Locke,Ryan Whitney Newman",75.0,22.217226,73.66101,6.6
2006,31,Jackass Number Two,tt0493430,rl2153416193,2006-09-22,Paramount Pictures,R,"Action,Comedy,Documentary",92,Jeff Tremaine,"Johnny Knoxville,Steve-O,Chris Pontius,Bam Margera",11.5,29.002002,72.778712,7.0
2006,32,Barnyard,tt0414853,rl4131751425,2006-08-04,Paramount Pictures,PG,"Adventure,Animation,Comedy,Drama,Family",90,Steve Oedekerk,"Kevin James,Courteney Cox,Danny Glover,Sam Elliott",51.0,15.820864,72.637803,5.5
2006,33,RV,tt0449089,rl510625281,2006-04-28,Sony Pictures Releasing,PG,"Adventure,Comedy,Family",99,Barry Sonnenfeld,"Robin Williams,Cheryl Hines,Kristin Chenoweth,JoJo",50.0,16.414767,71.726025,5.5
2006,35,V for Vendetta,tt0434409,rl1601799681,2006-03-17,Warner Bros.,R,"Action,Drama,Sci-Fi,Thriller",132,James McTeigue,"Hugo Weaving,Natalie Portman,Rupert Graves,Stephen Rea",54.0,25.64234,70.511035,8.2
2006,36,World Trade Center,tt0469641,rl125470209,2006-08-09,Paramount Pictures,PG-13,"Drama,Fantasy,History,Thriller",129,Oliver Stone,"Nicolas Cage,Michael Peña,Maria Bello,Maggie Gyllenhaal",65.0,18.730762,70.278893,5.9
2006,37,Big Momma's House 2,tt0421729,rl558335489,2006-01-27,Twentieth Century Fox,PG-13,"Comedy,Crime",99,John Whitesell,"Martin Lawrence,Emily Procter,Nia Long,Zachary Levi",40.0,27.736056,70.165972,4.7
2006,38,Step Up,tt0462590,rl3631449601,2006-08-11,Walt Disney Studios,PG-13,"Crime,Drama,Music,Romance",104,Anne Fletcher,"Channing Tatum,Jenna Dewan,Damaine Radcliff,De'Shawn Washington",12.0,20.659573,65.328121,6.5
2006,39,Miami Vice,tt0430357,rl1231193601,2006-07-28,Universal Pictures,R,"Action,Crime,Thriller",132,Michael Mann,"Colin Farrell,Jamie Foxx,Li Gong,Naomie Harris",135.0,25.723815,63.45047,6.0
2006,40,Madea's Family Reunion,tt0455612,rl1096844801,2006-02-24,Lionsgate,PG-13,"Comedy,Drama,Romance",107,Tyler Perry,"Tyler Perry,Blair Underwood,Lynn Whitfield,Boris Kodjoe",6.0,30.030661,63.25794,5.2
