Year,Rank,Title
2008,321,City of Men
2008,322,Awake
2008,323,Revolutionary Road
2008,324,Bigger Stronger Faster*
2008,325,"OSS 117: Cairo, Nest of Spies"
2008,326,The Life Before Her Eyes
2008,327,The Mist
2008,328,Passengers
2008,329,The Duchess of Langeais
2008,330,This Christmas
2008,331,Lars and the Real Girl
2008,332,Morning Light
2008,333,Taxi to the Dark Side
2008,334,One Two Three
2008,335,Planet B-Boy
2008,336,Surfwise
2008,337,The Lucky Ones
2008,338,The Grocer's Son
2008,339,Honeydripper
2008,340,My Brother Is an Only Child
2008,341,The Signal
2008,342,The 13th Alley
2008,343,The Foot Fist Way
2008,344,La Vie En Rose
2008,345,Standard Operating Procedure
2008,346,Goal II: Living the Dream
2008,347,Battle in Seattle
2008,349,Chris & Don. A Love Story
2008,350,How the Garcia Girls Spent Their Summer
2008,351,The Darjeeling Limited
2008,352,Margot at the Wedding
2008,353,Hell Ride
2008,354,La traviata
2008,355,Last Chance Harvey
2008,356,Call + Response
2008,357,CJ7
2008,358,The Legend of God's Gun
2008,359,My Father My Lord
2008,360,Steep
2008,361,Fashion
2008,362,Elsa & Fred
2008,363,The Polar Express  2007 IMAX Release
2008,364,Constantine's Sword
2008,365,Chicago 10
2008,366,Mera Pind: My Home
2008,367,Che: Part One/Che: Part Two
2008,368,Ashes of Time
2008,369,My Name Is Bruce
2008,370,In Search of a Midnight Kiss
2008,371,Sleepwalking
2008,372,Mister Lonely
2008,373,God You Are Great
2008,374,Bra Boys
2008,375,My Winnipeg
2008,376,Girls Rock!
2008,377,A Man Named Pearl
2008,379,The Unknown Woman
2008,380,Repo! The Genetic Opera
2008,381,Wild Safari - A South African Adventure
2008,382,Haunted Castle
2008,383,Sky Kids
2008,384,Last Year at Marienbad
2008,385,Shelter
2008,386,Flow: For Love of Water
2008,387,Baghead
2008,388,Nanking
2008,389,Hounddog
2008,390,Proud American
2008,391,Aida
2008,392,Chop Shop
2008,393,The First Saturday in May
2008,394,Alexandra
2008,395,The Grand
2008,396,The Other End of the Line
2008,397,Boy A
2008,398,Mere Baap Pehle Aap
2008,399,Youth Without Youth
2008,400,Days and Clouds
2008,401,Pathology
2008,402,Bustin' Down the Door
2008,403,Trumbo
2008,404,A Jihad for Love
2008,405,Another Gay Sequel: Gays Gone Wild!
2008,406,Love Songs
2008,407,Beaufort
2008,408,Greetings from the Shore
2008,409,Momma's Man
2008,410,The Pool
2008,411,The Unforeseen
2008,412,Bab'Aziz: The Prince That Contemplated His Soul
2008,413,Blindsight
2008,414,Lola Montès
2008,415,Tuya's Marriage
2008,416,Louise Bourgeois
2008,417,Little Chenier
2008,418,Were the World Mine
2008,419,Water Lilies
2008,420,One Day You'll Understand
2008,421,"Me & You, Us, Forever"
2008,422,Kabluey
2008,423,The Midnight Meat Train
2008,424,Maria Stuarda at La Scala
2008,425,Wendy and Lucy
2008,426,Save Me
2008,427,Praying with Lior
2008,428,Humboldt County
2008,429,Il trittico dell'amore
2008,430,Oye Lucky! Lucky Oye!
2008,431,Cover
2008,432,The Witnesses
2008,433,Ping Pong Playa
2008,434,Fear(s) of the Dark
2008,435,Ballast
2008,436,"Lust, Caution"
2008,437,Still Life
2008,438,Love Comes Lately
2008,439,A Thousand Years of Good Prayers
2008,440,America the Beautiful
2008,441,Romance & Cigarettes
2008,442,Shoot Down
2008,443,August Evening
2008,444,A Four Letter Word
2008,445,Body of War
2008,447,The Business of Being Born
2008,448,Take Out
2008,449,Kenny
2008,450,Talento de barrio
2008,451,Lions for Lambs
2008,452,Happy Valley
2008,453,Stuck
2008,454,Allah Made Me Funny: Live in Concert
2008,455,CSNY/Déjà Vu
2008,456,Bloodline
2008,457,A Plumm Summer
2008,458,Summer Palace
2008,459,Meet Bill
2008,460,Stranded: I've Come from a Plane That Crashed on the Mountains
2008,461,Alice's House
2008,462,The Order of Myths
2008,463,Deal
2008,464,Love and Honour
2008,465,Hallam Foe
2008,466,Boogie Man: The Lee Atwater Story
2008,467,Harvard Beats Yale 29-29
2008,468,Roman Polanski: Wanted and Desired
2008,469,What We Do Is Secret
2008,470,Mother of Tears
2008,471,Holly
2008,472,The Tracey Fragments
2008,473,Diva
2008,474,War Dance
2008,475,Finding Amanda
2008,476,The Secrets
2008,477,Beautiful Losers
2008,478,Chapter 27
2008,479,Sangre de mi sangre
2008,480,Roadside Romeo
2008,481,La Rondine
2008,482,The Violin
2008,483,Pray the Devil Back to Hell
2008,484,La forza del destino
2008,485,Dare Not Walk Alone
2008,486,"Surfer, Dude"
2008,487,Passage to Zarahemla
2008,488,Gunnin' for That #1 Spot
2008,489,Sukiyaki Western Django
2008,490,"Tristan und Isolde, Azione in tre atti"
2008,491,Boarding Gate
2008,492,XXY
2008,493,Undoing
2008,494,The Babysitters
2008,495,Box Elder
2008,496,Irina Palm
2008,497,All Roads Lead Home
2008,498,Breakfast with Scot
2008,499,For the Bible Tells Me So
2008,500,Blonde and Blonder
2008,501,Chaos Theory
2008,502,T-Rex: Back to the Cretaceous
2008,503,Monsieur Verdoux
2008,504,Moving Midway
2008,505,The Dhamma Brothers
2008,506,Loins of Punjab Presents
2008,507,Refusenik
2008,508,Control
2008,509,I Can't Think Straight
2008,510,Shotgun Stories
2008,511,How About You
2008,512,Berlin
2008,513,Enlighten Up!
2008,514,Kiss the Bride
2008,515,The Assassination of Jesse James by the Coward Robert Ford
2008,516,Hats Off
2008,517,Familiar Strangers
2008,518,The Exiles
2008,519,Patti Smith: Dream of Life
2008,520,Yella
2008,521,Fighting for Life
2008,522,Dark Matter
2008,523,Walking on Dead Fish
2008,524,Expired
2008,525,The Alphabet Killer
2008,526,Jimmy Carter Man from Plains
2008,527,Don Carlo
2008,528,The Hottie & the Nottie
2008,529,Before I Forget
2008,530,Good Dick
2008,531,Frontrunners
2008,532,The Dukes
2008,533,The Air I Breathe
2008,534,Defiance
2008,535,Billy the Kid
2008,536,How to Cook Your Life
2008,537,The Walker
2008,538,Vivre Sa Vie
2008,539,The Wild Child
2008,540,On Broadway
2008,542,Sex and Death 101
2008,543,Filth and Wisdom
2008,544,The Secret of the Grain
2008,545,The Elephant King
2008,546,Lovesickness
2008,547,Garden Party
2008,548,The Matador
2008,549,Diminished Capacity
2008,550,The Cry
2008,551,Yiddish Theater: A Love Story
2008,552,Shoot the Piano Player
2008,553,Timecrimes
2008,554,The First Basket
2008,555,Glass: A Portrait of Philip in Twelve Parts
2008,556,Trying to Get Good: The Jazz Odyssey of Jack Sheldon
2008,558,Ciao
2008,559,Saving Marriage
2008,560,Dear Zachary: A Letter to a Son About His Father
2008,561,Am Limit
2008,562,My Kid Could Paint That
2008,563,Imaginary Witness: Hollywood and the Holocaust
2008,564,The World Unseen
2008,565,Baby Blues
2008,566,Dark Streets
2008,567,Holding Trevor
2008,568,Day Zero
2008,569,Six in Paris
2008,570,Noise
2008,571,Mumbai Meri Jaan
2008,573,Cthulhu
2008,574,David & Layla
2008,575,All Hat
2008,576,Gone Baby Gone
2008,577,Never Forever
2008,578,Ripple Effect
2008,579,Eden
2008,580,Grace Is Gone
2008,581,It Always Rains on Sunday
2008,582,Military Intelligence and You!
2008,583,Blind Mountain
2008,584,Splinter
2008,585,Poultrygeist: Night of the Chicken Dead
2008,586,Full Grown Men
2008,587,Outsourced
2008,588,Kicking It
2008,589,Harold
2008,590,Joe Strummer: The Future Is Unwritten
2008,591,My Mexican Shivah
2008,592,Lake City
2008,593,In the Valley of Elah
2008,594,August
2008,595,Jake's Corner
2008,596,Kurt Cobain About a Son
2008,597,Backseat
2008,598,Full Battle Rattle
2008,599,Last Stop for Paul
2008,600,The Go-Getter
2008,601,Quid Pro Quo
2008,602,Counter Investigation
2008,603,Antarctica
2008,604,Operation Filmmaker
2008,605,The Betrayal
2008,606,Sputnik Fever
2008,607,Gardens of the Night
2008,608,Whaledreamers
2008,609,The Beautiful Truth
2008,610,Lost in Beijing
2008,611,The Pleasure of Being Robbed
2008,612,Rogue
2008,614,Battle for Haditha
2008,616,"Live Fast, Die Young"
2008,617,Sleuth
2008,618,As Tears Go By
2008,619,YPF
2008,620,Skid Marks
2008,621,What Would Jesus Buy?
2008,622,Forever
2008,623,King Corn
2008,624,Elite Squad
2008,625,Without the King
2008,626,Amexicano
2008,627,A Good Day to Be Black & Sexy
2008,628,Stealing America: Vote by Vote
2008,629,"Otto; or, Up with Dead People"
2008,630,Tru Loved
2008,631,A Walk to Beautiful
2008,632,Lagerfeld Confidential
2008,633,Eden Lake
2008,635,Anamorph
2008,636,London to Brighton
2008,637,Take
2008,638,One Piece: Episode of Alabasta - The Desert Princess and the Pirates
2008,639,The Sensation of Sight
2008,640,Ek Vivaah... Aisa Bhi
2008,641,Arranged
2008,642,The Killing of John Lennon
2008,643,Times and Winds
2008,644,Choose Connor
2008,645,Fraulein
2008,646,Death Defying Acts
2008,647,Nights and Weekends
2008,648,The Amazing Truth About Queen Raquela
2008,649,Dog Days of Summer
2008,650,Heartbeat Detector
2008,651,El inmigrante
2008,652,A Lawyer Walks Into a Bar...
2008,653,Flash Point
2008,654,Turn the River
2008,655,God and Gays: Bridging the Gap
2008,656,Poisoned by Polonium: The Litvinenko File
2008,657,Tre
2008,658,Red
2008,659,Mad Detective
2008,660,Wonderful Town
2008,661,The Willow Tree
2008,662,"Romulus, My Father"
2008,663,Twisted: A Balloonamentary
2008,664,Solar Flare
2008,665,Heavy Metal in Baghdad
2008,666,Where God Left His Shoes
2008,667,Genghis Khan: To the Ends of the Earth and Sea
2008,668,Waltz with Bashir
2008,669,Fraude: México 2006
2008,670,Vivere
2008,671,El Topo
2008,672,Hunger
2008,673,Good
2008,674,House of the Sleeping Beauties
2008,675,Vexille
2008,676,American Zombie
2008,677,Who Does She Think She Is?
2008,678,Run for Your Life
2008,679,Wetlands Preserved: The Story of an Activist Nightclub
2008,680,"On the Other Hand, Death"
2008,681,Shrooms
2008,682,Lower Learning
2008,683,Eight Miles High
2008,684,The Holy Mountain
2008,685,I Want Someone to Eat Cheese With
2008,686,Polar Opposites
2008,687,13 Months of Sunshine
2008,688,Miss Conception
2008,689,Running with Arnold
2008,691,Murder Dot Com
2008,692,Fat Girls
2008,693,La león
2008,694,On the Rumba River
2008,695,House of Usher
2008,696,Flashbacks of a Fool
2008,697,Blonde Ambition
2008,698,Ben X
2008,699,A Grin Without A Cat
2008,700,I Can No Longer Hear the Guitar
2008,701,White Rainbow
2008,702,Ice Blues
2008,703,Le Doulos
2008,704,Fall of Hyperion
2008,705,Kiss Me Deadly
2008,706,How to Rob a Bank (and 10 Tips to Actually Get Away with It)
2008,707,Death at a Funeral
2008,708,Disfigured
2008,709,$9.99
2008,710,Looking for Cheyenne
2008,711,Christmas in Wonderland
2008,712,The Life of Reilly
2008,713,The Rise and Fall of Miss Thang
2008,714,The Man of My Life
2008,717,Canary
2008,718,Back to Normandy
2008,719,Rome & Jewel
2008,720,The Bubble
2008,721,Half Moon
2008,722,Beautiful Boxer
2008,723,Look
2008,725,ShowBusiness: The Road to Broadway
