Year,Rank,Title
2007,575,La strada di Levi
2007,576,Great World of Sound
2007,579,Dr. Bronner's Magic Soapbox
2007,580,Dreaming Lhasa
2007,581,Fast Food Nation
2007,582,The Willow Tree
2007,583,Romántico
2007,584,Close to Home
2007,585,The Tripper
2007,586,The Tracey Fragments
2007,587,Meeting Resistance
2007,588,Summer of '04
2007,589,Flying: Confessions of a Free Woman
2007,590,Dirty Laundry
2007,591,L'iceberg
2007,592,Everything's Gone Green
2007,593,I Don't Want to Sleep Alone
2007,595,Steal a Pencil for Me
2007,596,What Love Is
2007,597,Driving Lessons
2007,598,Buddha Mar Gaya
2007,599,Black Gold
2007,600,Itty Bitty Titty Committee
2007,601,One to Another
2007,602,Guadalupe
2007,603,Monkey Warfare
2007,604,The Aura
2007,605,Family Law
2007,606,Arranged
2007,607,The Singing Revolution
2007,608,The Sensation of Sight
2007,609,Seven Days
2007,610,Cut Sleeve Boys
2007,611,Syndromes and a Century
2007,612,American Cannibal
2007,613,Yiddish Theater: A Love Story
2007,615,Keeping Mum
2007,616,Time
2007,617,Look
2007,618,Quiet City
2007,619,Descent
2007,620,Forever
2007,621,Abduction: The Megumi Yokota Story
2007,622,Absolute Wilson
2007,623,The Nightmare Before Christmas  2006 3D Release
2007,624,The Dead Girl
2007,625,The Breed
2007,626,Desert Bayou
2007,627,Full of It
2007,628,Lights in the Dusk
2007,629,And Then Came Love
2007,630,Protagonist
2007,631,Live Free or Die
2007,632,Love for Sale
2007,633,Poison Friends
2007,634,The Piano Tuner of EarthQuakes
2007,635,The Texas Chainsaw Massacre: The Beginning
2007,636,American Hardcore
2007,637,Mutual Appreciation
2007,638,Rock Bottom
2007,639,Cobra Verde
2007,640,Eating Out 2: Sloppy Seconds
2007,641,China Blue
2007,642,Freshman Orientation
2007,643,Blockade
2007,644,Angels in the Dust
2007,645,East of Havana
2007,646,Whole New Thing
2007,647,Strafsache 4 Ks 2/63 - Auschwitz vor dem Frankfurter Schwurgericht
2007,648,Samoan Wedding
2007,649,Belle toujours
2007,650,Alone with Her
2007,651,The Violin
2007,652,Splinter
2007,653,Fat Girls
2007,654,In the Pit
2007,655,Steel City
2007,656,Wild Tigers I Have Known
2007,657,El inmigrante
2007,658,If I Didn't Care
2007,659,Something to Cheer About
2007,660,Macbeth
2007,661,The Unknown Soldier
2007,662,The Sasquatch Gang
2007,663,Smiley Face
2007,664,Crossing the Line
2007,665,Honeydripper
2007,666,Slipstream
2007,667,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe
2007,668,Strike
2007,669,Closing Escrow
2007,670,Off the Black
2007,671,Drama/Mex
2007,672,G.I. Jesus
2007,673,Goodbye Momo
2007,674,Matthew Barney: No Restraint
2007,675,Glastonbury
2007,676,Summer in Berlin
2007,677,My Brother's Wedding
2007,678,Weirdsville
2007,679,Words of My Perfect Teacher
2007,680,Shotgun Stories
2007,681,The Iron Man
2007,683,Disappearances
2007,684,Allegro
2007,685,Casting About
2007,686,The Tiger and the Snow
2007,687,The Man of My Life
2007,688,Midnight Eagle
2007,690,Quantum Hoops
2007,691,The Method
2007,692,The Hawk Is Dying
2007,693,The Camden 28
2007,694,Black Irish
2007,695,Operation Homecoming: Writing the Wartime Experience
2007,696,Skid Row
2007,698,Ten 'til Noon
2007,699,Tekkonkinkreet
2007,700,Opal Dream
2007,701,Backstage
2007,703,Mr. Blue Sky
2007,704,Candy
2007,705,Fired!
2007,706,Choking Man
2007,707,Race You to the Bottom
2007,708,Fratricide
2007,709,Hatsujô kateikyôshi: Sensei no aijiru
2007,710,Riding Alone for Thousands of Miles
2007,711,The Inner Life of Martin Frost
2007,712,White Rainbow
2007,713,Everything's Cool
2007,714,What the Snow Brings
2007,715,Blonde Ambition
2007,716,Rock the Bells
2007,717,Laura Smiles
2007,718,Blood & Tears
2007,719,Beauty Remains
2007,720,Raising Flagg
2007,721,The Bridesmaid
2007,722,"C'est pas moi, c'est l'autre"
2007,723,Berkeley
2007,724,Imaginary Witness: Hollywood and the Holocaust
2007,725,Skid Marks
2007,726,I'm Reed Fish
2007,727,The Secret Life of Words
2007,728,Antonia
2007,729,The Price of Sugar
2007,730,Dry Season
2007,731,Lunacy
2007,732,Khadak
2007,733,The Prisoner or: How I Planned to Kill Tony Blair
2007,735,Mrs. Palfrey at the Claremont
2007,736,The World According to Shorts  Short Film Program
2007,737,Funny Money
2007,738,The Case of the Grinning Cat
2007,739,He Was a Quiet Man
2007,740,Looking for an Icon
2007,741,Chronicle of an Escape
2007,742,You're Gonna Miss Me
2007,743,Half Moon
2007,744,Adrift in Manhattan
2007,745,A Family Secret
2007,746,Badland
2007,747,Greg & Gentillon
2007,748,Broken Sky
2007,749,Oswald's Ghost
2007,750,49 Up
2007,751,Divine Intervention
2007,753,'Tis Autumn: The Search for Jackie Paris
2007,754,Unborn in the USA: Inside the War on Abortion
2007,755,Four Lane Highway
2007,756,Moonlight
2007,757,The Dog Problem
2007,758,Adam's Apples
2007,759,The Trials of Darryl Hunt
2007,761,Beyond Hatred
2007,762,It's a Boy Girl Thing
2007,763,Flakes
2007,764,The Killing of John Lennon
2007,765,The Sugar Curtain
2007,766,Notes on Marie Menken
2007,767,Falling
2007,768,The Last Door
2007,769,Summer Storm
2007,770,The Marsh
2007,771,Mongolian Ping Pong
2007,772,Intervention
2007,773,Vengeance Is Mine
2007,774,A Soap
2007,775,Looking for Cheyenne
2007,776,"The Photographer, His Wife, Her Lover"
