,2013,2014,2015,2016,2017,2018,2019,2020,2021
Robert Rodriguez,4.959999999999999,4.959999999999999,4.959999999999999,4.959999999999999,4.959999999999999,4.959999999999999,4.959999999999999,5.349999999999999,5.349999999999999
Garry Marshall,5.9,5.9,5.9,5.9,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667
Guillermo del Toro,6.833333333333333,6.85,6.85,6.779999999999999,6.779999999999999,6.866666666666666,6.866666666666666,6.866666666666666,6.866666666666666
Tim Story,6.2,6.2,6.12,6.12,6.083333333333333,6.083333333333333,6.083333333333333,6.083333333333333,6.083333333333333
F. Gary Gray,6.666666666666667,6.666666666666667,6.666666666666667,6.975,6.975,6.92,6.92,6.7,6.7
Quentin Tarantino,8.200000000000001,8.200000000000001,8.200000000000001,8.120000000000001,8.120000000000001,8.120000000000001,8.120000000000001,8.05,8.05
David Yates,7.6000000000000005,7.6000000000000005,7.6000000000000005,7.6000000000000005,7.260000000000001,7.260000000000001,7.150000000000001,7.150000000000001,7.150000000000001
Jon M. Chu,4.666666666666667,4.95,4.95,4.95,5.26,5.26,5.533333333333334,5.533333333333334,5.533333333333334
Paul Feig,6.8,6.699999999999999,6.699999999999999,6.8,6.3999999999999995,6.3999999999999995,6.4799999999999995,6.483333333333333,6.483333333333333
McG,5.8,5.8,5.88,5.88,5.88,5.88,5.88,5.88,5.88
Nancy Meyers,6.625,6.625,6.625,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001
Peyton Reed,6.2,6.2,6.2,6.4750000000000005,6.4750000000000005,6.4750000000000005,6.6,6.6,6.6
Rob Cohen,5.874999999999999,5.874999999999999,5.874999999999999,5.639999999999999,5.639999999999999,5.639999999999999,5.639999999999999,5.639999999999999,5.639999999999999
Robert Luketic,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Chris Weitz,5.825,5.825,5.825,5.825,5.825,5.825,5.9799999999999995,5.9799999999999995,5.9799999999999995
Tony Scott,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Michael Mann,6.825,6.825,6.825,6.540000000000001,6.540000000000001,6.540000000000001,6.540000000000001,6.540000000000001,6.540000000000001
Sam Raimi,6.825,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001
Doug Liman,6.833333333333333,6.833333333333333,7.1,7.1,7.1,7.12,7.12,7.12,7.12
David Fincher,7.5,7.5,7.62,7.62,7.62,7.62,7.62,7.62,7.62
Jake Kasdan,5.9,5.9,5.633333333333333,5.633333333333333,5.633333333333333,5.949999999999999,5.949999999999999,6.1,6.1
Paul W.S. Anderson,6.033333333333334,6.033333333333334,5.9,5.9,5.9,5.82,5.82,5.82,5.82
Malcolm D. Lee,5.65,6.0,6.0,6.0,5.975,6.02,6.02,6.02,6.02
Martin Scorsese,7.9,7.959999999999999,7.959999999999999,7.959999999999999,7.959999999999999,7.959999999999999,7.959999999999999,7.959999999999999,7.959999999999999
James Mangold,7.6000000000000005,7.375,7.375,7.375,7.375,7.375,7.375,7.5200000000000005,7.5200000000000005
Brad Bird,7.8,7.8,7.8,7.449999999999999,7.449999999999999,7.449999999999999,7.4799999999999995,7.4799999999999995,7.4799999999999995
Ethan Coen,7.225,7.225,7.225,7.225,7.039999999999999,7.039999999999999,7.039999999999999,7.039999999999999,7.039999999999999
Oliver Stone,6.05,6.05,6.05,6.05,6.3,6.3,6.3,6.3,6.3
Robert Schwentke,6.8,6.8,6.8,6.6499999999999995,6.459999999999999,6.459999999999999,6.459999999999999,6.459999999999999,6.459999999999999
Mike Mitchell,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.825,5.825,5.825,5.9799999999999995,5.9799999999999995
Carlos Saldanha,6.866666666666667,6.866666666666667,6.7250000000000005,6.7250000000000005,6.7250000000000005,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001
J.J. Abrams,7.266666666666667,7.375,7.375,7.4799999999999995,7.4799999999999995,7.4799999999999995,7.4799999999999995,7.4799999999999995,7.4799999999999995
Anthony Russo,5.6,5.6,6.65,6.65,7.033333333333334,7.033333333333334,7.375,7.58,7.58
Nicholas Stoller,6.75,6.75,6.6000000000000005,6.6000000000000005,6.460000000000001,6.460000000000001,6.460000000000001,6.460000000000001,6.460000000000001
Guy Ritchie,7.55,7.55,7.55,7.466666666666666,7.466666666666666,7.2749999999999995,7.2749999999999995,7.219999999999999,7.219999999999999
Lasse Hallström,6.3,6.5,6.766666666666667,6.766666666666667,6.766666666666667,6.875,6.6,6.6,6.6
Bill Condon,5.2,5.2,5.2,5.766666666666667,5.766666666666667,6.1,6.1,6.2,6.2
Keenen Ivory Wayans,5.375,5.375,5.375,5.375,5.375,5.375,5.375,5.375,5.375
Tarsem Singh,5.966666666666666,5.966666666666666,5.966666666666666,6.1,6.1,6.1,6.1,6.1,6.1
Danny Boyle,7.15,7.15,7.15,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667,7.075,7.075
Chris Columbus,6.966666666666666,6.966666666666666,6.966666666666666,6.6,6.6,6.6,6.6,6.6,6.6
Andrew Adamson,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Joe Johnston,6.325000000000001,6.325000000000001,6.325000000000001,6.325000000000001,6.325000000000001,6.325000000000001,6.325000000000001,6.325000000000001,6.325000000000001
John Moore,5.766666666666667,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
Peter Chelsom,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.975,5.975,5.975,5.975
Chris Wedge,6.9,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.525,6.525,6.525,6.525
Dean DeBlois,7.65,7.65,7.7,7.7,7.7,7.7,7.7,7.65,7.65
Andy Tennant,6.025,6.025,6.025,6.025,6.025,6.025,6.025,6.025,6.025
Sam Mendes,7.466666666666666,7.466666666666666,7.466666666666666,7.3,7.3,7.3,7.3,7.3,7.3
John Lee Hancock,7.25,7.333333333333333,7.333333333333333,7.333333333333333,7.333333333333333,7.3,7.3,7.3,7.3
Kelly Asbury,6.5,6.5,6.5,6.5,6.5,6.333333333333333,6.333333333333333,5.975,5.975
Rob Minkoff,5.7,5.7,5.9750000000000005,5.9750000000000005,5.9750000000000005,5.9750000000000005,5.9750000000000005,5.9750000000000005,5.9750000000000005
Jeff Tremaine,6.866666666666667,6.775,6.775,6.775,6.775,6.775,6.775,6.775,6.775
Andrew Stanton,7.7,7.7,7.7,7.7,7.6000000000000005,7.6000000000000005,7.6000000000000005,7.6000000000000005,7.6000000000000005
Lana Wachowski,6.666666666666667,6.666666666666667,6.666666666666667,6.325,6.325,6.325,6.325,6.325,6.325
Gary Ross,7.25,7.25,7.25,7.25,7.133333333333333,7.133333333333333,6.8999999999999995,6.8999999999999995,6.8999999999999995
David Dobkin,6.233333333333334,6.233333333333334,6.525,6.525,6.525,6.525,6.525,6.525,6.525
Len Wiseman,6.7749999999999995,6.7749999999999995,6.7749999999999995,6.7749999999999995,6.7749999999999995,6.7749999999999995,6.7749999999999995,6.7749999999999995,6.7749999999999995
Paul Greengrass,7.85,7.833333333333333,7.833333333333333,7.833333333333333,7.525,7.525,7.525,7.525,7.525
Rawson Marshall Thurber,6.7,6.85,6.85,6.85,6.666666666666667,6.666666666666667,6.45,6.45,6.45
Gary Winick,6.125,6.125,6.125,6.125,6.125,6.125,6.125,6.125,6.125
Eric Darnell,6.766666666666667,6.766666666666667,6.75,6.75,6.75,6.75,6.75,6.75,6.75
Judd Apatow,6.766666666666667,6.766666666666667,6.766666666666667,6.625,6.625,6.625,6.625,6.625,6.625
Scott Derrickson,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.625,6.625,6.625,6.625,6.625
Louis Leterrier,6.266666666666667,6.525,6.525,6.525,6.525,6.525,6.525,6.525,6.525
Ken Kwapis,6.066666666666667,6.066666666666667,6.066666666666667,6.125000000000001,6.125000000000001,6.125000000000001,6.125000000000001,6.125000000000001,6.125000000000001
Joe Wright,7.3,7.3,7.3,6.766666666666667,6.766666666666667,6.925000000000001,6.925000000000001,6.925000000000001,6.925000000000001
Frank Coraci,6.0,6.0,6.125,6.125,6.125,6.125,6.125,6.125,6.125
David Frankel,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.775,6.775,6.775,6.775,6.775
Anne Fletcher,6.433333333333334,6.433333333333334,6.433333333333334,6.1,6.1,6.1,6.1,6.1,6.1
Justin Lin,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.75,6.75,6.75,6.75,6.75
David Bowers,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,5.925,5.925,5.925,5.925
Marc Forster,7.05,7.033333333333334,7.033333333333334,7.033333333333334,7.033333333333334,7.033333333333334,7.1000000000000005,7.1000000000000005,7.1000000000000005
Jonathan Liebesman,5.733333333333333,5.733333333333333,5.75,5.75,5.75,5.75,5.75,5.75,5.75
Andy Fickman,5.9,5.9,5.9,5.400000000000001,5.400000000000001,5.400000000000001,5.400000000000001,5.275,5.275
D.J. Caruso,6.5,6.5,6.5,6.5,6.5,6.175,6.175,6.175,6.175
Matthew Vaughn,7.6,7.6,7.6,7.633333333333333,7.633333333333333,7.3999999999999995,7.3999999999999995,7.3999999999999995,7.3999999999999995
Seth Gordon,6.300000000000001,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,5.95,5.95,5.95,5.95
Will Gluck,6.75,6.75,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.35,6.35,6.35
Brad Peyton,5.05,5.05,5.05,5.366666666666667,5.366666666666667,5.366666666666667,5.550000000000001,5.550000000000001,5.550000000000001
Kenneth Branagh,7.0,7.0,6.6,6.7,6.7,6.65,6.65,6.65,6.65
James Bobin,7.1,7.1,6.75,6.75,6.566666666666666,6.566666666666666,6.566666666666666,6.425,6.425
Jonathan Levine,,6.9,6.9,6.65,6.65,5.933333333333334,5.933333333333334,6.15,6.15
Denis Villeneuve,,8.1,8.1,7.85,7.866666666666667,7.9,7.9,7.9,7.9
Jaume Collet-Serra,,,6.9,6.75,6.6000000000000005,6.6000000000000005,6.525,6.525,6.525
Sean Anders,,,6.3,6.25,6.25,6.166666666666667,6.45,6.45,6.45
Wolfgang Petersen,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334
Jonathan Mostow,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995
John Singleton,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Tom Dey,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995
James Wong,6.133333333333334,6.133333333333334,6.133333333333334,6.133333333333334,6.133333333333334,6.133333333333334,6.133333333333334,6.133333333333334,6.133333333333334
George Tillman Jr.,7.2,7.2,7.2,7.15,7.15,7.15,7.233333333333334,7.233333333333334,7.233333333333334
David Twohy,6.9,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334
Steven Brill,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667
Spike Lee,7.25,7.25,7.25,7.25,7.25,7.25,7.333333333333333,7.333333333333333,7.333333333333333
Betty Thomas,5.433333333333334,5.433333333333334,5.433333333333334,5.433333333333334,5.433333333333334,5.433333333333334,5.433333333333334,5.433333333333334,5.433333333333334
Brian Levant,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Pete Docter,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
Stephen Sommers,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666
Simon West,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333
Thomas Carter,6.75,6.75,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333
Luke Greenfield,5.35,5.35,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Baz Luhrmann,7.1,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333
Ben Stiller,6.75,6.75,6.75,6.75,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666
Brian Robbins,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667
Ivan Reitman,6.15,6.15,6.366666666666667,6.366666666666667,6.366666666666667,6.366666666666667,6.366666666666667,6.366666666666667,6.366666666666667
Renny Harlin,4.85,4.85,4.633333333333333,4.633333333333333,4.633333333333333,4.633333333333333,4.633333333333333,4.633333333333333,4.633333333333333
Albert Hughes,6.85,6.85,6.85,6.85,6.85,6.85,6.8,6.8,6.8
Barry Sonnenfeld,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
Michael Lembeck,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005
Randall Wallace,7.2,7.2,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333
Nick Cassavetes,7.433333333333333,7.433333333333333,7.433333333333333,7.433333333333333,7.433333333333333,7.433333333333333,7.433333333333333,7.433333333333333,7.433333333333333
Andrew Davis,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666
Ang Lee,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.3999999999999995,6.3999999999999995
Richard Linklater,7.1,7.1,7.5,7.5,7.5,7.5,7.5,7.166666666666667,7.166666666666667
Mike Newell,6.933333333333333,6.933333333333333,6.933333333333333,6.933333333333333,6.933333333333333,6.933333333333333,6.933333333333333,6.933333333333333,6.933333333333333
Mel Gibson,7.5,7.5,7.5,7.5,7.7,7.7,7.7,7.7,7.7
Alex Proyas,6.65,6.65,6.65,6.65,6.233333333333334,6.233333333333334,6.233333333333334,6.233333333333334,6.233333333333334
John Hamburg,6.5,6.5,6.5,6.5,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995
Jared Hess,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.133333333333334,6.133333333333334,6.133333333333334,6.133333333333334,6.133333333333334
Darren Lynn Bousman,6.233333333333334,6.233333333333334,6.233333333333334,6.233333333333334,6.233333333333334,6.233333333333334,6.233333333333334,6.233333333333334,6.233333333333334
George Miller,6.15,6.15,6.15,6.8,6.8,6.8,6.8,6.8,6.8
Larry Charles,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Sylvester Stallone,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667
Eli Roth,5.9,5.9,5.9,5.9,5.9,5.9,6.1000000000000005,6.1000000000000005,6.1000000000000005
Neil Burger,7.5,7.5,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333
Tony Gilroy,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667
Joe Carnahan,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333
Matt Reeves,7.0,7.0,7.3,7.3,7.3,7.333333333333333,7.333333333333333,7.333333333333333,7.333333333333333
Rob Letterman,6.4,6.4,6.4,6.35,6.35,6.35,6.35,6.433333333333333,6.433333333333333
Gavin Hood,6.6,6.6,6.6,6.6,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333
Pierre Morel,7.8,7.8,7.8,6.8,6.8,6.8,6.7,6.7,6.7
Phil Lord,7.050000000000001,7.050000000000001,7.033333333333334,7.033333333333334,7.033333333333334,7.033333333333334,7.033333333333334,7.033333333333334,7.033333333333334
Neill Blomkamp,7.9,7.25,7.25,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005
Ruben Fleischer,7.6,7.15,7.15,7.15,7.15,7.15,7.15,7.0,7.0
Thor Freudenthal,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001
Steve Pink,6.4,6.4,6.25,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667
Darren Aronofsky,8.0,8.0,6.85,6.85,6.85,6.766666666666666,6.766666666666666,6.766666666666666,6.766666666666666
Rob Marshall,6.6,6.6,6.25,6.25,6.25,6.25,6.3999999999999995,6.3999999999999995,6.3999999999999995
Rupert Wyatt,7.6,7.6,6.8,6.8,6.8,6.8,6.8,6.533333333333334,6.533333333333334
Tate Taylor,8.1,8.1,7.5,7.5,7.5,7.5,7.5,6.866666666666667,6.866666666666667
Henry Joost,5.199999999999999,5.199999999999999,5.199999999999999,5.199999999999999,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333
Charles Martin Smith,6.9,6.9,6.65,6.65,6.65,6.65,6.65,6.666666666666667,6.666666666666667
Woody Allen,7.7,7.7,7.1,7.1,6.933333333333333,6.933333333333333,6.933333333333333,6.933333333333333,6.933333333333333
Marc Webb,6.9,6.9,6.75,6.75,6.75,7.033333333333334,7.033333333333334,7.033333333333334,7.033333333333334
Seth MacFarlane,6.9,6.9,6.5,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334
Chris Renaud,6.4,6.4,6.4,6.4,6.45,6.45,6.45,6.466666666666666,6.466666666666666
Genndy Tartakovsky,7.1,7.1,7.1,6.9,6.9,6.9,6.7,6.7,6.7
Baltasar Kormákur,6.5,6.6,6.6,6.6,6.6,6.6,6.599999999999999,6.599999999999999,6.599999999999999
Rian Johnson,7.4,7.4,7.4,7.4,7.4,7.2,7.2,7.433333333333334,7.433333333333334
Christopher McQuarrie,7.0,7.0,7.0,7.2,7.2,7.2,7.366666666666667,7.366666666666667,7.366666666666667
Andy Muschietti,,6.2,6.2,6.2,6.2,6.75,6.75,6.7,6.7
James DeMonaco,,5.7,6.050000000000001,6.050000000000001,6.033333333333334,6.033333333333334,6.033333333333334,6.033333333333334,6.033333333333334
Fede Alvarez,,6.5,6.5,6.5,6.8,6.8,6.566666666666666,6.566666666666666,6.566666666666666
Wes Ball,,,6.8,6.55,6.55,6.55,6.433333333333334,6.433333333333334,6.433333333333334
David Ayer,,,6.65,6.65,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334
Ben Falcone,,,4.9,4.9,5.15,5.15,5.3,5.3,5.3
Chad Stahelski,,,7.4,7.4,7.4,7.45,7.45,7.466666666666666,7.466666666666666
Christopher Landon,,,5.0,5.0,5.0,5.75,5.75,5.8999999999999995,5.8999999999999995
Mike Flanagan,,,6.5,6.5,6.3,6.3,6.3,6.666666666666667,6.666666666666667
Andrew Erwin,,,5.4,5.95,5.95,5.95,6.3999999999999995,6.3999999999999995,6.3999999999999995
Jon Lucas,,,,,6.2,5.9,5.9,5.966666666666666,5.966666666666666
David F. Sandberg,,,,,6.3,6.4,6.4,6.633333333333333,6.633333333333333
Deon Taylor,,,,,4.8,4.8,5.4,5.7,5.7
David Leitch,,,,,,6.7,7.2,6.933333333333334,6.933333333333334
Johannes Roberts,,,,,,5.6,5.4,5.266666666666667,5.266666666666667
John Woo,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Boaz Yakin,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999
Dominic Sena,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Wes Craven,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
David McNally,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001
Andrzej Bartkowiak,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Kevin Lima,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95
Bibo Bergeron,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45
Donald Petrie,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001
Mark Dindal,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Harold Ramis,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45
Edward Norton,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.55,6.55
Jay Russell,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75
Joe Roth,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001
Lee Tamahori,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25
Sharon Maguire,6.7,6.7,6.7,6.7,6.6,6.6,6.6,6.6,6.6
Frank Oz,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05
Cameron Crowe,6.9,6.9,6.9,6.15,6.15,6.15,6.15,6.15,6.15
Brian Helgeland,6.9,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Gary Fleder,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999
Iain Softley,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95
John Whitesell,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001,5.050000000000001
George Lucas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Wayne Wang,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Kevin Reynolds,7.8,7.8,7.8,7.8,7.05,7.05,7.05,7.05,7.05
Marc Lawrence,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Carl Franklin,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45
